Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Housing Units,Strong Roof/Strong Wall,Strong Roof/Light Wall,Strong Roof/Salvage Wall,Light Roof/Strong Wall,Light Roof/Light Wall,Light Roof/Salvage Wall,Salvaged Roof/Strong Wall,Salvaged Roof/Light Wall,Salvaged Roof/Salvage Wall,sum_types_of_material,diff_housing_unit,percentage_,absolute_from_vulnerable_houses
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,San Lorenzo Ruiz (Imelda),PH051604000,3154,1539,489,0,128,984,2,0,8,3,3153,1,0.316206787,997
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,San Vicente,PH051609000,2394,1504,133,1,113,635,1,4,1,0,2392,2,0.266304348,637
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,Santa Elena,PH051610000,9182,4520,1190,13,523,2743,29,7,11,3,9039,143,0.308219936,2786
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,Talisay,PH051611000,5801,3926,260,0,398,1194,2,0,3,2,5785,16,0.207605877,1201
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,Vinzons,PH051612000,9632,4568,351,3,1175,3486,27,1,3,10,9624,8,0.366375727,3526
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Baao,PH051701000,11390,7018,1424,21,354,2489,19,2,6,24,11357,33,0.223474509,2538
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Balatan,PH051702000,5801,1764,369,4,1174,2411,16,2,2,4,5746,55,0.423424991,2433
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Bato,PH051703000,9720,4114,685,1,926,3970,4,2,0,1,9703,17,0.409667113,3975
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Bombon,PH051704000,3441,1861,363,1,175,1000,3,1,1,0,3405,36,0.294860499,1004
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Buhi,PH051705000,16266,8565,2122,11,403,5028,31,3,4,22,16189,77,0.314102168,5085
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Bula,PH051706000,13482,5832,1224,12,841,5474,27,1,2,6,13419,63,0.410537298,5509
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Cabusao,PH051707000,3897,1908,456,11,217,1274,9,1,0,9,3885,12,0.332561133,1292
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Calabanga,PH051708000,17035,8771,1341,12,808,6018,15,6,17,11,16999,36,0.356550385,6061
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Camaligan,PH051709000,4737,2914,1084,9,116,570,10,6,1,3,4713,24,0.123912582,584
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Canaman,PH051710000,6968,4035,585,20,298,1966,29,1,8,7,6949,19,0.289250252,2010
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Caramoan,PH051711000,9878,3590,1256,6,421,4576,10,0,5,10,9874,4,0.465971238,4601
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Del Gallego,PH051712000,5243,2700,903,2,223,1331,12,1,0,0,5172,71,0.25966744,1343
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Gainza,PH051713000,2206,1295,334,7,89,397,8,0,5,6,2141,65,0.194301728,416
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Garchitorena,PH051714000,5094,991,197,1,803,3026,4,0,0,0,5022,72,0.603345281,3030
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Goa,PH051715000,12791,6723,1528,6,355,4024,29,1,35,65,12766,25,0.325317249,4153
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,City of Iriga,PH051716000,21717,14649,2155,30,717,4013,21,12,23,20,21640,77,0.188401109,4077
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Lagonoy,PH051717000,11176,5453,782,4,864,4041,11,2,1,3,11161,15,0.363408297,4056
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Libmanan,PH051718000,23343,10029,3301,9,919,8782,41,4,8,40,23133,210,0.383478148,8871
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Lupi,PH051719000,6996,3239,1656,2,134,1921,3,1,3,5,6964,32,0.277426766,1932
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Magarao,PH051720000,5317,3000,384,10,330,1549,22,1,4,4,5304,13,0.297699849,1579
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Milaor,PH051721000,6154,3610,975,14,157,1345,9,1,0,2,6113,41,0.221822346,1356
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Minalabac,PH051722000,10263,4358,1116,30,723,3924,22,5,9,12,10199,64,0.388959702,3967
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Nabua,PH051723000,16509,10186,898,17,1162,4056,30,4,8,18,16379,130,0.251053178,4112
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,City of Naga,PH051724000,41280,30691,5347,73,827,3879,90,15,77,76,41075,205,0.100353013,4122
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Ocampo,PH051725000,9267,4551,1255,36,216,3021,28,6,13,68,9194,73,0.340439417,3130
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Pamplona,PH051726000,7567,3847,1316,16,188,2062,25,3,4,12,7473,94,0.281413087,2103
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Pasacao,PH051727000,9838,3758,1054,2,1008,3953,13,0,1,1,9790,48,0.405311542,3968
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Pili (Capital),PH051728000,18062,10999,1465,42,828,4407,49,25,28,59,17902,160,0.253770528,4543
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Presentacion (Parubcan),PH051729000,4038,1595,532,4,344,1512,11,3,5,6,4012,26,0.382352941,1534
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Ragay,PH051730000,12453,5592,1852,10,627,4141,32,0,35,27,12316,137,0.343861643,4235
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Sagñay,PH051731000,6947,2939,1095,21,199,2435,90,4,48,26,6857,90,0.37902873,2599
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,San Fernando,PH051732000,7214,3749,875,18,460,2065,12,1,4,4,7188,26,0.290066778,2085
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,San Jose,PH051733000,8597,5015,401,10,549,2555,29,1,2,12,8574,23,0.303009097,2598
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Sipocot,PH051734000,13472,6551,3010,10,275,3542,7,2,9,14,13420,52,0.266169896,3572
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Siruma,PH051735000,3762,994,166,4,413,2136,18,18,6,5,3760,2,0.575797872,2165
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Tigaon,PH051736000,11444,5970,1148,7,317,3806,21,6,23,29,11327,117,0.342456078,3879
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Tinambac,PH051737000,13277,4191,1093,3,1075,6853,18,0,4,12,13249,28,0.519812816,6887
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Bagamanoc,PH052001000,2408,1018,182,1,181,980,4,1,15,7,2389,19,0.421096693,1006
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Baras,PH052002000,2798,1430,298,7,157,881,9,1,2,5,2790,8,0.321505376,897
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Bato,PH052003000,4517,2506,846,19,192,868,19,3,4,10,4467,50,0.201701366,901
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Caramoran,PH052004000,5865,2343,1286,0,228,1958,12,0,7,7,5841,24,0.339667865,1984
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Gigmoto,PH052005000,1744,779,389,19,60,438,32,4,9,7,1737,7,0.279792746,486
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Pandan,PH052006000,4192,1801,559,22,266,1365,66,16,4,63,4162,30,0.359923114,1498
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Panganiban (Payo),PH052007000,2007,1060,182,1,121,621,7,0,1,0,1993,14,0.315604616,629
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,San Andres (Calolbon),PH052008000,7646,4367,1205,6,321,1685,16,0,9,2,7611,35,0.22493759,1712
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,San Miguel,PH052009000,3029,1542,880,12,41,487,3,0,8,6,2979,50,0.16918429,504
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Viga,PH052010000,4318,1792,380,4,338,1741,14,1,10,9,4289,29,0.413616228,1774
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Virac (Capital),PH052011000,14958,9880,2307,37,454,2099,39,3,17,13,14849,109,0.146003098,2168
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Aroroy,PH054101000,17039,6594,3637,13,367,6299,11,0,16,4,16941,98,0.373649726,6330
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Baleno,PH054102000,5341,1808,803,2,232,2475,0,0,3,1,5324,17,0.465627348,2479
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Balud,PH054103000,7843,3037,1618,14,143,2798,18,12,119,52,7811,32,0.382409423,2987
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Batuan,PH054104000,3587,852,182,0,270,2263,7,1,0,0,3575,12,0.634965035,2270
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Cataingan,PH054105000,10764,3831,3753,66,84,2710,9,18,33,20,10524,240,0.263397948,2772
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Cawayan,PH054106000,15039,4605,5432,33,58,4683,34,0,16,34,14895,144,0.320040282,4767
Region V (Bicol Region),PH050000000,Masbate,PH054100000,City of Masbate (Capital),PH054111000,19083,7941,8022,70,78,2721,15,1,53,21,18922,161,0.148504386,2810
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Claveria,PH054107000,9159,2218,1237,12,427,5158,24,0,1,6,9083,76,0.57128702,5189
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Dimasalang,PH054108000,5386,1639,926,7,179,2537,80,1,0,4,5373,13,0.487809417,2621
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Esperanza,PH054109000,4062,1622,950,17,95,968,25,0,3,9,3689,373,0.272431553,1005
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Mandaon,PH054110000,8724,3087,2364,23,122,3053,14,1,14,6,8684,40,0.355481345,3087
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Milagros,PH054112000,11439,4143,2749,28,197,4134,11,5,12,120,11399,40,0.375208352,4277
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Mobo,PH054113000,7721,2681,1842,3,196,2946,13,1,21,9,7712,9,0.387577801,2989
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Monreal,PH054114000,5256,1076,451,16,241,3349,29,9,4,70,5245,11,0.65815062,3452
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Palanas,PH054115000,5843,1770,1512,1,171,2365,3,0,3,0,5825,18,0.407038627,2371
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Pio V. Corpuz (Limbuhan),PH054116000,5269,2108,1483,7,115,1056,4,1,4,8,4786,483,0.223986628,1072
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Placer,PH054117000,11934,3599,4110,20,151,3971,13,1,4,20,11889,45,0.337118345,4008
Region V (Bicol Region),PH050000000,Masbate,PH054100000,San Fernando,PH054118000,5397,1429,354,1,324,3266,4,7,8,1,5394,3,0.607897664,3279
Region V (Bicol Region),PH050000000,Masbate,PH054100000,San Jacinto,PH054119000,7060,2122,327,0,582,4015,6,3,1,1,7057,3,0.570072269,4023
Region V (Bicol Region),PH050000000,Masbate,PH054100000,San Pascual,PH054120000,9819,2589,1436,9,331,5189,23,4,26,168,9775,44,0.553043478,5406
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Uson,PH054121000,11534,3324,2659,42,243,4656,84,3,19,106,11136,398,0.436871408,4865
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Barcelona,PH056202000,4788,2818,414,0,421,1119,4,1,2,1,4780,8,0.235564854,1126
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Bulan,PH056203000,20598,6979,452,2,5134,7968,30,1,2,4,20572,26,0.389072526,8004
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Bulusan,PH056204000,5285,2663,233,5,1008,1339,25,0,1,0,5274,11,0.258816837,1365
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Casiguran,PH056205000,7088,4654,1087,6,217,1068,10,0,0,3,7045,43,0.153442158,1081
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Castilla,PH056206000,12266,4518,488,2,2060,5152,17,0,0,5,12242,24,0.422643359,5174
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,City of Sorsogon (Capital),PH056216000,35207,23568,3989,89,1345,5733,79,22,14,59,34898,309,0.168634306,5885
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Donsol,PH056207000,10252,2580,291,1,1808,5520,22,2,8,8,10240,12,0.542773438,5558
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Gubat,PH056208000,13454,7884,1186,21,964,3267,48,2,7,18,13397,57,0.249309547,3340
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Irosin,PH056209000,11395,5730,404,6,2212,2931,21,5,34,8,11351,44,0.263765307,2994
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Juban,PH056210000,6636,3512,635,9,471,1993,14,0,2,0,6636,0,0.302742616,2009
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Magallanes,PH056211000,7470,2259,337,3,1447,3386,31,0,0,1,7464,6,0.457931404,3418
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Matnog,PH056212000,8347,1989,159,0,2159,4021,11,2,0,2,8343,4,0.483519118,4034
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Pilar,PH056213000,14960,4829,556,6,2239,7160,24,8,9,8,14839,121,0.485275288,7201
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Prieto Diaz,PH056214000,4773,2730,590,6,216,1214,6,0,3,3,4768,5,0.257130872,1226
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Santa Magdalena,PH056215000,3587,1292,165,0,684,1421,5,0,0,0,3567,20,0.399775722,1426
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Altavas,PH060401000,5950,2661,1781,33,151,1247,13,1,4,45,5936,14,0.220518868,1309
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Balete,PH060402000,6974,2004,2368,10,235,2298,5,12,24,7,6963,11,0.335200345,2334
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Banga,PH060403000,9243,5097,1964,37,455,1652,20,1,3,1,9230,13,0.181581798,1676
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Batan,PH060404000,7929,3740,1516,14,436,2159,22,4,13,16,7920,9,0.279040404,2210
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Buruanga,PH060405000,4219,2153,1146,5,66,836,2,0,1,1,4210,9,0.199524941,840
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Ibajay,PH060406000,10931,6514,2262,27,239,1817,17,2,8,19,10905,26,0.170655663,1861
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Kalibo (Capital),PH060407000,17784,11151,2232,17,930,3375,15,6,21,9,17756,28,0.192610948,3420
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Lezo,PH060408000,3491,2071,297,0,181,919,1,6,2,6,3483,8,0.26643698,928
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Libacao,PH060409000,6556,1705,1619,1,170,3018,4,2,12,5,6536,20,0.46496328,3039
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Madalag,PH060410000,4239,1217,1628,2,124,1259,2,0,0,0,4232,7,0.297967864,1261
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Makato,PH060411000,6538,2683,1150,3,424,2043,14,136,66,7,6526,12,0.326386761,2130
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Malay,PH060412000,12618,5637,2307,3,514,4090,14,3,2,4,12574,44,0.326864959,4110
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Malinao,PH060413000,5411,2511,1203,10,191,1478,6,0,2,0,5401,10,0.275134234,1486
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Nabas,PH060414000,7829,4648,876,26,391,1828,8,8,15,17,7817,12,0.238966355,1868
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,New Washington,PH060415000,10820,6352,1134,18,810,2314,49,24,18,91,10810,10,0.228677151,2472
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Numancia,PH060416000,7332,4705,822,12,452,1328,4,1,3,2,7329,3,0.182425979,1337
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Tangalan,PH060417000,4920,2395,795,3,359,1352,3,0,2,6,4915,5,0.277314344,1363
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Anini-Y,PH060601000,4611,1739,1445,2,104,1308,6,0,1,5,4610,1,0.286334056,1320
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Barbaza,PH060602000,5439,2602,2138,7,41,626,1,0,0,1,5416,23,0.115952733,628
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Belison,PH060603000,3051,1986,586,1,42,422,1,0,1,0,3039,12,0.139519579,424
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Bugasong,PH060604000,7341,3112,3217,14,76,844,5,0,1,1,7270,71,0.117056396,851
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Caluya,PH060605000,7978,3360,2429,43,43,1975,11,3,18,31,7913,65,0.257171743,2035
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Culasi,PH060606000,9472,4964,2779,25,75,1557,7,1,0,3,9411,61,0.166507279,1567
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Hamtic,PH060608000,10501,4646,2797,10,244,2581,4,0,3,8,10293,208,0.25221024,2596
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Laua-An,PH060609000,5944,2401,2979,36,16,443,12,0,13,15,5915,29,0.081656805,483
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Libertad,PH060610000,3633,1822,476,3,127,1200,2,0,0,0,3630,3,0.331129477,1202
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Pandan,PH060611000,7760,4478,1683,12,219,1285,9,4,11,4,7705,55,0.169889682,1309
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Patnongon,PH060612000,8540,3421,3048,3,111,1908,0,4,0,3,8498,42,0.224876442,1911
Region VI (Western Visayas),PH060000000,Antique,PH060600000,San Jose (Capital),PH060613000,13488,7507,2569,13,324,2926,13,3,8,25,13388,100,0.221989842,2972
Region VI (Western Visayas),PH060000000,Antique,PH060600000,San Remigio,PH060614000,6579,1789,4228,6,9,519,0,0,2,1,6554,25,0.079646018,522
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Sebaste,PH060615000,3983,2239,1252,21,39,402,0,1,1,16,3971,12,0.105514984,419
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Sibalom,PH060616000,13186,6319,5923,12,33,842,1,1,1,0,13132,54,0.064270484,844
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Tibiao,PH060617000,6233,2946,2323,78,30,657,33,2,18,120,6207,26,0.133397777,828
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Tobias Fornier (Dao),PH060607000,6863,2507,2751,1,68,1519,0,0,2,0,6848,15,0.222108645,1521
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Valderrama,PH060618000,4151,1539,2204,3,2,369,0,0,1,2,4120,31,0.090291262,372
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Cuartero,PH061901000,6428,2820,3254,20,41,281,0,0,0,1,6417,11,0.043945769,282
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Dao,PH061902000,7720,4176,3199,37,16,233,1,5,8,12,7687,33,0.0330428,254
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Dumalag,PH061903000,7028,3285,3625,30,0,50,1,0,2,0,6993,35,0.007579008,53
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Dumarao,PH061904000,10988,4188,6259,25,15,431,7,0,9,9,10943,45,0.041670474,456
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Ivisan,PH061905000,6622,3437,2443,41,29,555,9,2,32,21,6569,53,0.093926016,617
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Jamindan,PH061906000,8540,2688,3559,15,99,2094,7,0,14,16,8492,48,0.250942063,2131
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Ma-Ayon,PH061907000,9245,4114,4682,58,12,299,6,2,4,8,9185,60,0.034512793,317
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Mambusao,PH061908000,9661,4739,4295,86,15,420,13,2,34,33,9637,24,0.051883366,500
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Panay,PH061909000,10938,4970,4825,83,67,900,17,4,4,2,10872,66,0.084896983,923
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Panitan,PH061910000,9558,5609,3118,142,22,575,14,2,7,44,9533,25,0.067135215,640
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Pilar,PH061911000,10678,4578,3926,42,133,1913,20,1,14,25,10652,26,0.185129553,1972
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Pontevedra,PH061912000,11150,5592,3859,163,60,1287,28,4,16,64,11073,77,0.125982119,1395
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,President Roxas,PH061913000,6883,3738,2412,78,35,505,20,2,10,17,6817,66,0.080974035,552
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,City of Roxas (Capital),PH061914000,37291,20945,12506,325,235,2743,71,8,38,86,36957,334,0.079497795,2938
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Sapi-An,PH061915000,6106,2264,2664,19,39,1040,2,13,23,24,6088,18,0.178876478,1089
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Sigma,PH061916000,7373,3076,3820,62,9,316,9,1,12,29,7334,39,0.049904554,366
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Tapaz,PH061917000,12094,3164,7233,29,41,1566,2,1,6,11,12053,41,0.13150253,1585
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Buenavista,PH067901000,12077,6872,3950,11,39,1178,5,0,1,2,12058,19,0.098357937,1186
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Jordan (Capital),PH067902000,8304,3752,3769,7,19,683,5,1,8,13,8257,47,0.085866537,709
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Nueva Valencia,PH067903000,9157,3781,2987,22,89,2197,21,5,21,12,9135,22,0.246414888,2251
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,San Lorenzo,PH067904000,5991,2520,2641,1,24,770,2,0,0,0,5958,33,0.129573682,772
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Sibunag,PH067905000,4968,1903,2030,23,39,912,0,0,0,0,4907,61,0.185856939,912
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Ajuy,PH063001000,12162,5271,4706,110,91,1832,24,8,20,49,12111,51,0.158946412,1925
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Alimodian,PH063002000,8057,3326,4453,4,2,179,0,1,3,2,7970,87,0.023086575,184
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Anilao,PH063003000,6509,2669,3364,17,6,413,5,1,4,7,6486,23,0.066142461,429
