Region,PCODE_REG,Province,PCODE_PROV,City_Municipality,PCODE_MUN_CTY,Total # of Active HHs,housing_unit,
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,CONCEPCION,PH063015000,"2,979",10044,0.296594982
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,DINGLE,PH063016000,"1,573",10365,0.151760733
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,DUEÑAS,PH063017000,"1,154",7812,0.147721454
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,DUMANGAS,PH063018000,"2,354",15640,0.150511509
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,ESTANCIA,PH063019000,"2,640",11102,0.237794992
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,GUIMBAL,PH063020000,736,7446,0.098845017
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,IGBARAS,PH063021000,"1,232",7009,0.175774005
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,CITY OF ILOILO (Capital),PH063022000,"10,792",91487,0.117962115
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,JANIUAY,PH063023000,"2,608",13792,0.189095128
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,LAMBUNAO,PH063025000,"3,626",15692,0.231073158
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,LEGANES,PH063026000,884,7018,0.125961812
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,LEMERY,PH063027000,"1,614",7773,0.207641837
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,LEON,PH063028000,"1,850",10739,0.172269299
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,MAASIN,PH063029000,"1,388",7357,0.188663858
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,MIAGAO,PH063030000,"1,859",14039,0.132416839
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,MINA,PH063031000,776,4981,0.15579201
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,NEW LUCENA,PH063032000,611,5001,0.122175565
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,OTON,PH063034000,"1,987",20203,0.09835173
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,CITY OF PASSI,PH063035000,"2,840",19027,0.149261576
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,PAVIA,PH063036000,759,12703,0.059749665
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,POTOTAN,PH063037000,"2,227",15941,0.139702654
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,SAN DIONISIO,PH063038000,"2,439",8961,0.272179444
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,SAN ENRIQUE,PH063039000,"1,624",7618,0.213179312
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,SAN JOAQUIN,PH063040000,"2,168",11079,0.195685531
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,SAN MIGUEL,PH063041000,616,6028,0.102189781
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,SAN RAFAEL,PH063042000,"1,058",3826,0.276529012
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,SANTA BARBARA,PH063043000,"1,507",13518,0.111480988
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,SARA,PH063044000,"2,288",13122,0.174363664
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,TIGBAUAN,PH063045000,"2,074",13304,0.155892965
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,TUBUNGAN,PH063046000,903,4840,0.186570248
Region VI (Western Visayas),PH060000000,ILOILO,PH063000000,ZARRAGA,PH063047000,934,5848,0.159712722
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CITY OF BACOLOD (Capital),PH064501000,"11,134",126516,0.088004679
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CITY OF BAGO,PH064502000,"4,694",39765,0.118043506
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,BINALBAGAN,PH064503000,"2,414",14823,0.162855023
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CITY OF CADIZ,PH064504000,"6,146",34947,0.175866312
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CALATRAVA,PH064505000,"4,986",18380,0.271273123
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CANDONI,PH064506000,"1,290",4947,0.260764099
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CAUAYAN,PH064507000,"5,918",22604,0.261812069
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,ENRIQUE B. MAGALONA (SARAVIA),PH064508000,"3,089",14180,0.217842031
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CITY OF ESCALANTE,PH064509000,"4,076",21519,0.189414006
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CITY OF HIMAMAYLAN,PH064510000,"4,816",25229,0.190891434
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,HINIGARAN,PH064511000,"3,076",20421,0.150629254
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,HINOBA-AN (ASIA),PH064512000,"3,187",12368,0.257681113
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,ILOG,PH064513000,"2,832",12698,0.223027248
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,ISABELA,PH064514000,"2,972",13332,0.222922292
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CITY OF KABANKALAN,PH064515000,"8,521",39841,0.213875154
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CITY OF LA CARLOTA,PH064516000,"1,754",15375,0.114081301
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,LA CASTELLANA,PH064517000,"2,647",16740,0.158124253
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,MANAPLA,PH064518000,"2,228",12254,0.181818182
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,MOISES PADILLA (MAGALLON),PH064519000,"2,563",8841,0.289899333
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,MURCIA,PH064520000,"4,130",18227,0.226586931
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,PONTEVEDRA,PH064521000,"1,688",12008,0.140572951
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,PULUPANDAN,PH064522000,796,6267,0.127014521
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CITY OF SAGAY,PH064523000,"6,826",33246,0.205317933
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CITY OF SAN CARLOS,PH064524000,"6,235",30569,0.203964801
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,SAN ENRIQUE,PH064525000,677,5557,0.121828325
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CITY OF SILAY,PH064526000,"4,540",28348,0.160152392
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CITY OF SIPALAY,PH064527000,"4,624",14783,0.31279172
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CITY OF TALISAY,PH064528000,"3,809",22840,0.166768827
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,TOBOSO,PH064529000,"2,524",9724,0.259563965
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,VALLADOLID,PH064530000,990,8836,0.112041648
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,CITY OF VICTORIAS,PH064531000,"4,540",19063,0.238157688
Region VI (Western Visayas),PH060000000,NEGROS OCCIDENTAL,PH064500000,SALVADOR BENEDICTO,PH064532000,"2,119",5862,0.361480723
Region VI (Western Visayas),PH060000000,GUIMARAS,PH067900000,BUENAVISTA,PH067901000,"1,248",12077,0.103336921
Region VI (Western Visayas),PH060000000,GUIMARAS,PH067900000,JORDAN (Capital),PH067902000,"1,490",8304,0.179431599
Region VI (Western Visayas),PH060000000,GUIMARAS,PH067900000,NUEVA VALENCIA,PH067903000,"1,960",9157,0.214043901
Region VI (Western Visayas),PH060000000,GUIMARAS,PH067900000,SAN LORENZO,PH067904000,"1,681",5991,0.280587548
Region VI (Western Visayas),PH060000000,GUIMARAS,PH067900000,SIBUNAG,PH067905000,"1,305",4968,0.262681159
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,ALBURQUERQUE,PH071201000,186,2395,0.077661795
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,ALICIA,PH071202000,"1,480",5095,0.290480864
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,ANDA,PH071203000,778,3755,0.207190413
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,ANTEQUERA,PH071204000,368,3478,0.105807936
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,BACLAYON,PH071205000,277,4358,0.063561267
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,BALILIHAN,PH071206000,705,4080,0.172794118
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,BATUAN,PH071207000,621,2848,0.218047753
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,BILAR,PH071208000,640,3758,0.170303353
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,BUENAVISTA,PH071209000,"2,028",5868,0.345603272
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,CALAPE,PH071210000,"1,524",7396,0.206057328
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,CANDIJAY,PH071211000,"1,824",6762,0.26974268
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,CARMEN,PH071212000,"2,835",10264,0.276208106
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,CATIGBIAN,PH071213000,"1,064",5117,0.207934337
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,CLARIN,PH071214000,"1,019",4600,0.221521739
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,CORELLA,PH071215000,168,1900,0.088421053
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,CORTES,PH071216000,493,3611,0.136527278
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,DAGOHOY,PH071217000,"1,629",4170,0.390647482
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,DANAO,PH071218000,"1,334",3892,0.342754368
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,DAUIS,PH071219000,615,9806,0.062716704
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,DIMIAO,PH071220000,587,3219,0.182354769
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,DUERO,PH071221000,831,4000,0.20775
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,GARCIA HERNANDEZ,PH071222000,631,4967,0.127038454
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,GUINDULMAN,PH071223000,"1,479",7218,0.204904406
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,INABANGA,PH071224000,"2,428",9786,0.248109544
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,JAGNA,PH071225000,"1,171",7485,0.156446226
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,GETAFE,PH071226000,"2,628",6423,0.409154601
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,LILA,PH071227000,374,2082,0.179634966
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,LOAY,PH071228000,421,3562,0.118192027
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,LOBOC,PH071229000,345,3475,0.099280576
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,LOON,PH071230000,"1,325",9924,0.133514712
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,MABINI,PH071231000,"1,793",6240,0.287339744
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,MARIBOJOC,PH071232000,506,4723,0.107135295
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,PANGLAO,PH071233000,646,7006,0.09220668
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,PILAR,PH071234000,"1,846",5961,0.309679584
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,PRES. CARLOS P. GARCIA (PITOGO),PH071235000,"2,015",5145,0.391642371
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,SAGBAYAN (BORJA),PH071236000,"1,258",5149,0.244319285
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,SAN ISIDRO,PH071237000,421,2194,0.191886964
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,SAN MIGUEL,PH071238000,"1,447",5393,0.268310773
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,SEVILLA,PH071239000,540,2238,0.241286863
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,SIERRA BULLONES,PH071240000,"1,157",5408,0.213942308
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,SIKATUNA,PH071241000,158,1515,0.104290429
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,CITY OF TAGBILARAN (Capital),PH071242000,722,21423,0.033702096
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,TALIBON,PH071243000,"3,986",14272,0.279288117
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,TRINIDAD,PH071244000,"1,988",6849,0.290261352
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,TUBIGON,PH071245000,"1,358",10265,0.132294204
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,UBAY,PH071246000,"5,019",16509,0.304015991
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,VALENCIA,PH071247000,"1,195",5580,0.214157706
Region VII (Central Visayas),PH070000000,BOHOL,PH071200000,BIEN UNIDO,PH071248000,"1,930",5604,0.344396859
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,ALCANTARA,PH072201000,804,3416,0.235362998
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,ALCOY,PH072202000,896,3383,0.26485368
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,ALEGRIA,PH072203000,"1,673",4969,0.336687462
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,ALOGUINSAN,PH072204000,"1,293",6886,0.187772292
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,ARGAO,PH072205000,"2,466",16504,0.149418323
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,ASTURIAS,PH072206000,"2,629",10211,0.257467437
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,BADIAN,PH072207000,"2,341",8200,0.285487805
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,BALAMBAN,PH072208000,"3,296",19575,0.168378033
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,BANTAYAN,PH072209000,"8,430",18354,0.459300425
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,BARILI,PH072210000,"3,660",15679,0.233433255
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,CITY OF BOGO,PH072211000,"5,374",19217,0.279648228
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,BOLJOON,PH072212000,949,3353,0.283030122
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,BORBON,PH072213000,"2,412",8301,0.290567402
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,CITY OF CARCAR,PH072214000,"4,163",26585,0.156592063
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,CARMEN,PH072215000,"1,627",11207,0.145177121
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,CATMON,PH072216000,"1,467",6932,0.211627236
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,CITY OF CEBU (Capital),PH072217000,"9,421",204409,0.046088969
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,COMPOSTELA,PH072218000,"1,424",10689,0.133221068
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,CONSOLACION,PH072219000,"1,277",30102,0.04242243
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,CORDOVA,PH072220000,"1,832",13167,0.139135718
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,DAANBANTAYAN,PH072221000,"7,809",19732,0.395753091
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,DALAGUETE,PH072222000,"3,416",14266,0.239450442
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,DANAO CITY,PH072223000,"2,297",31111,0.073832407
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,DUMANJUG,PH072224000,"2,564",10912,0.234970674
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,GINATILAN,PH072225000,875,3366,0.259952466
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,CITY OF LAPU-LAPU (OPON),PH072226000,"6,011",98907,0.060774263
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,LILOAN,PH072227000,"1,641",27722,0.059194863
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,MADRIDEJOS,PH072228000,"3,505",8063,0.434701724
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,MALABUYOC,PH072229000,"1,474",3747,0.393381372
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,CITY OF MANDAUE,PH072230000,"2,922",92557,0.031569735
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,MEDELLIN,PH072231000,"5,057",12669,0.399163312
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,MINGLANILLA,PH072232000,"1,569",30127,0.05207953
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,MOALBOAL,PH072233000,"1,258",7226,0.174093551
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,CITY OF NAGA,PH072234000,"2,647",26011,0.101764638
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,OSLOB,PH072235000,"1,378",5978,0.230511877
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,PILAR,PH072236000,"1,094",2987,0.366253766
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,PINAMUNGAHAN,PH072237000,"2,913",13824,0.210720486
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,PORO,PH072238000,"2,179",6092,0.357682206
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,RONDA,PH072239000,828,4811,0.172105591
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,SAMBOAN,PH072240000,"1,084",4494,0.241210503
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,SAN FERNANDO,PH072241000,"2,098",14223,0.147507558
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,SAN FRANCISCO,PH072242000,"5,000",12212,0.409433344
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,SAN REMIGIO,PH072243000,"5,119",14397,0.355560186
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,SANTA FE,PH072244000,"3,469",6719,0.516297068
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,SANTANDER,PH072245000,792,4250,0.186352941
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,SIBONGA,PH072246000,"2,643",11185,0.236298614
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,SOGOD,PH072247000,"1,600",8416,0.190114068
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,TABOGON,PH072248000,"3,614",9530,0.379223505
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,TABUELAN,PH072249000,"2,185",6355,0.343823761
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,CITY OF TALISAY,PH072250000,"2,009",49871,0.040283933
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,CITY OF TOLEDO,PH072251000,"4,882",37882,0.128873871
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,TUBURAN,PH072252000,"4,553",14974,0.304060371
Region VII (Central Visayas),PH070000000,CEBU,PH072200000,TUDELA,PH072253000,755,2757,0.273848386
Region VII (Central Visayas),PH070000000,NEGROS ORIENTAL,PH074600000,AMLAN (AYUQUITAN),PH074601000,923,5524,0.167089066
Region VII (Central Visayas),PH070000000,NEGROS ORIENTAL,PH074600000,AYUNGON,PH074602000,"2,804",10412,0.269304648
Region VII (Central Visayas),PH070000000,NEGROS ORIENTAL,PH074600000,BACONG,PH074603000,959,8255,0.116172017
Region VII (Central Visayas),PH070000000,NEGROS ORIENTAL,PH074600000,CITY OF BAIS,PH074604000,"3,223",17577,0.183364624
Region VII (Central Visayas),PH070000000,NEGROS ORIENTAL,PH074600000,BASAY,PH074605000,"2,303",5914,0.389414948
Region VII (Central Visayas),PH070000000,NEGROS ORIENTAL,PH074600000,CITY OF BAYAWAN (TULONG),PH074606000,"7,776",25532,0.304558985
Region VII (Central Visayas),PH070000000,NEGROS ORIENTAL,PH074600000,BINDOY (PAYABON),PH074607000,"2,809",8673,0.323878704
Region VII (Central Visayas),PH070000000,NEGROS ORIENTAL,PH074600000,CITY OF CANLAON,PH074608000,"2,523",12624,0.199857414
Region VII (Central Visayas),PH070000000,NEGROS ORIENTAL,PH074600000,DAUIN,PH074609000,950,6500,0.146153846
Region VII (Central Visayas),PH070000000,NEGROS ORIENTAL,PH074600000,CITY OF DUMAGUETE (Capital),PH074610000,"1,335",29262,0.045622309
Region VII (Central Visayas),PH070000000,NEGROS ORIENTAL,PH074600000,CITY OF GUIHULNGAN,PH074611000,"6,756",22324,0.302633937
Region VII (Central Visayas),PH070000000,NEGROS ORIENTAL,PH074600000,JIMALALUD,PH074612000,"2,425",7100,0.341549296
Region VII (Central Visayas),PH070000000,NEGROS ORIENTAL,PH074600000,LA LIBERTAD,PH074613000,"2,706",9138,0.296126067
