fid,name,lat,lon,type,report_date
5159,David mumba  Borehole ,-11.8770180,33.6055711,Borehole or tubewell,
5160,Thumbiko mbale water point ,-11.0102864,33.8415601,Piped into public tap / standpipe / basin,
5161,,-11.1519132,33.6963640,Borehole or tubewell,
5162,Lubinga,-10.9906973,33.7620837,Piped into public tap / standpipe / basin,
5163,Chikalamba,-11.0136686,33.8493511,Piped into public tap / standpipe / basin,
5167,Ngoli Primary school borehole,-11.8923592,33.4994243,Borehole or tubewell,
5169,,-11.8718062,33.3333002,Borehole or tubewell,
5170,Chibankhuni nyirenda tap ,-10.9824725,33.7431565,Piped into yard/plot,
5173,,-11.2617480,33.8789439,Borehole or tubewell,
5175,Mlongoti,-11.0280963,33.8728530,Borehole or tubewell,
5180,Mwachanda  water point 2,-10.9916848,33.6750851,Piped into public tap / standpipe / basin,
5183,James nkhana tap ,-10.8706525,33.9864886,Piped into public tap / standpipe / basin,
5185,Msolomoka Moyo Village Borehole,-11.4422986,33.8161421,Borehole or tubewell,
5188,KanyeramaloThika borehole ,-11.8773998,33.4574389,Borehole or tubewell,
5189,Mlongoti  Chirwa Dug well,-11.9921326,33.6592473,Protected dug well,
5190,Chibamu 1 shallowell,-12.2134137,33.3577269,Protected dug well,
5192,Luso mapesi,-10.9529580,33.7464953,,
5194,Kawuluka chimalilo borehole,-11.4782285,33.5477352,Borehole or tubewell,
5195,Mr mvula tap,-11.1814769,33.8880836,Piped into public tap / standpipe / basin,
5198,,-9.9422716,33.9178499,Borehole or tubewell,
5199,Mpata borehole,-9.9644699,33.8146264,Borehole or tubewell,
5200,Chipeta tap4,-11.0135608,33.8682403,Piped into yard/plot,
5204,Samson moyo tap ,-11.0151571,33.8449769,Piped into yard/plot,
5205,John Hunga Borehole 1,-11.5790898,33.6702875,Borehole or tubewell,
2343,Mtanila,-11.0623780,33.6060436,Piped into public tap / standpipe / basin,
5214,Mbawa  tapa 5,-12.1174195,33.4178643,Piped into public tap / standpipe / basin,
5215,Mapopa Hlongo water point ,-12.1383894,33.4697850,Protected dug well,
5216,Mphompha health centre water tap 2,-11.0063715,34.0726693,Piped into public tap / standpipe / basin,
5217,Mfune Borehole ,-9.9963929,33.9056189,Borehole or tubewell,
5218,Chiwelekete Ground borehole ,-10.9304386,34.0218455,Borehole or tubewell,
5222,Kazonti borehole,-10.8971745,33.6976936,Borehole or tubewell,
5224,Mizwa borehole,-12.0394771,33.4931617,Borehole or tubewell,
5229,Kasote tap,-11.0196477,33.8592987,Piped into yard/plot,
5230,Muhango tap,-11.0197043,33.8651409,Piped into yard/plot,
5232,Dunduzule borehole ,-11.4460779,33.7849708,Borehole or tubewell,
5234,Mjuma,-10.9721950,33.7762093,Rainwater,
5237,Manda tap ,-10.8344349,33.5939629,Piped into yard/plot,
5238,Chinyombe borehole,-10.4356879,33.6564345,Borehole or tubewell,
5239,,-12.0214528,33.4933501,Borehole or tubewell,
5240,Forget Gondwe tap ,-10.9776954,33.7388899,Piped into public tap / standpipe / basin,
5241,Echilumbeni CDSS borehole,-11.5377478,33.2907235,Borehole or tubewell,
5246,Kamthuleni Tembo Borehole ,-11.4489939,33.6629086,Borehole or tubewell,
5248,Mbalachanda Guest House borehole,-11.3615216,33.3704377,Borehole or tubewell,
5249,Rose sichinga tap,-11.0023995,33.8532209,Piped into yard/plot,
5250,Lunguluka shallow well 1,-10.9581609,34.0847563,Protected dug well,
5252,Meckson Magawa unprotected dug well,-11.8761975,33.4403769,Unprotected dug well,
5255,,-10.0974067,33.9641810,Borehole or tubewell,
5256,Mwangolera (principal) 3 borehole,-9.9937080,33.9390698,Borehole or tubewell,
5259,Chimkusa village shallow well,-12.1384231,33.4996253,Protected dug well,
5260,Kasuwa unprotected well ,-11.9524814,33.3143753,Unprotected dug well,
5262,Mtanila 2 borehole ,-11.0622193,33.6024170,Borehole or tubewell,
5265,Yuda communal tap,-10.7679785,34.2005783,Piped into public tap / standpipe / basin,
5266,Jalanthowa,-11.4019680,33.9334118,Borehole or tubewell,
5268,Chaima nkhata protected dug well ,-11.8620096,33.4331729,Protected dug well,
5269,Yesaki Khosa Dug well ,-11.8576435,33.7655052,Protected dug well,
5271,Chimkwayaya  water point ,-10.9679609,33.6737486,Piped into public tap / standpipe / basin,
5272,Yonamu Phiri borehole ,-12.2816765,33.5216066,Borehole or tubewell,
5274,Chilongozi,-10.9810072,33.7446566,Borehole or tubewell,
5275,Kaiwale Chirambo borehole ,-11.0180160,33.7881644,Borehole or tubewell,
5276,Manyazi palakwazika tap,-10.9424204,33.7437176,Piped into yard/plot,
5277,Mlinda Gondwe tap 2,-10.9843230,33.7436321,Piped into yard/plot,
5278,Mapesi Gondwe tap 12,-10.9468482,33.7470340,Piped into yard/plot,
5279,William Ngwenya borehole ,-12.0068356,33.3321582,Borehole or tubewell,
5281,St Joseph primary school borehole ,-11.9243725,33.4844478,Borehole or tubewell,
5286,Embangweni Mission Hospital Residential Tap 1,-12.1339845,33.4763039,Piped into public tap / standpipe / basin,
5287,Chingati Chirwa 2 Dug well ,-11.8695701,33.7755706,Protected dug well,
5291,,-9.9106757,33.8833486,Borehole or tubewell,
5293,,-11.7741384,33.3553205,Borehole or tubewell,
5299,Sitonya vinkhumbu borehole ,-11.9249845,33.4387897,Borehole or tubewell,
5301,Mthusana Hara water point,-11.4947530,33.6184780,Borehole or tubewell,
5302,Malamula,-10.8007597,34.0491992,Borehole or tubewell,
5303,S M matupi wp,-10.9742376,33.7381360,Piped into yard/plot,
5308,Chigwere Tap ,-11.0227021,33.8448993,Piped into public tap / standpipe / basin,
5309,Triza changaya water point ,-11.0273869,33.8494799,Piped into public tap / standpipe / basin,
5310,Kamomo borehole,-11.5473445,33.2857743,Borehole or tubewell,
5314,Welings wp,-10.9744384,33.7486956,Piped into yard/plot,
5315,Chibo Bandawe borehole ,-12.1340938,33.2996656,Borehole or tubewell,
5316,Handros NYIRENDA ,-11.9371003,33.3522100,Borehole or tubewell,
5317,Chizumba Ngulube borehole,-12.0636655,33.5033471,Borehole or tubewell,
5318,Zaro primary school borehole,-11.1948735,33.4481907,Borehole or tubewell,
5322,Chiwengere Nthara borehore ,-11.2270773,33.5991133,Borehole or tubewell,
5323,Bwana muva tap,-11.0286504,33.8715297,Piped into public tap / standpipe / basin,
5325,Kasoba ,-9.8734044,33.8700834,Borehole or tubewell,
5327,Samala Qumayo village borehole ,-11.2159056,33.4824533,Borehole or tubewell,
5329,Newa Chunga Dug well ,-11.9828670,33.7430723,Protected dug well,
5333,Kasuntha Kumwenda Village Borehole 2,-11.6600546,33.3564418,Borehole or tubewell,
5335,Bembe primary school tap,-10.9280277,33.6277183,Piped into public tap / standpipe / basin,
5336,Dofu borehole,-11.0253495,33.7553368,Borehole or tubewell,
5337,Mayuni tap,-11.0042221,33.8531829,Piped into yard/plot,
5338,Martha Nthala tap,-10.9809832,33.7732719,Piped into yard/plot,
5339,,-11.0691820,33.7860175,Borehole or tubewell,
5340,Loyd  vitima Chiwaka,-9.8766920,33.9062548,Protected dug well,
5341,Biyoko Ndhlovu shallow well,-11.7142782,33.3377565,Protected dug well,
5343,Kasalu primary school borehole ,-11.4721678,33.4656125,Borehole or tubewell,
5348,Nyirenda dug well,-9.9503964,33.9043387,Unprotected dug well,
5350,Steve Nguluwe,-12.1387348,33.4718077,Protected dug well,
5353,Ehehlene community day secondary school borehole ,-12.2685301,33.5925759,Borehole or tubewell,
5360,Chikangawa Dam Compound Communal tape water  15,-11.8410883,33.8061914,Piped into yard/plot,
5362,German juwa borehole,-11.4913223,33.4158138,Borehole or tubewell,
5363,Chibwana,-10.9720057,33.6908726,Piped into public tap / standpipe / basin,
5364,Chikalamba,-11.0168496,33.8526963,Piped into public tap / standpipe / basin,
5369,Chavula shallow well ,-11.4770234,33.7828800,Protected dug well,
5371,Mr Dube,-11.3627517,33.8762200,Borehole or tubewell,
5372,Chisulo Mwambira Tap ,-11.0176671,33.8450161,Piped into public tap / standpipe / basin,
3540,Mphofwa primary  school Borehole ,-11.6797047,33.6201042,Borehole or tubewell,
5374,Ezekiel nchama borehole,-11.5565752,33.3968212,Borehole or tubewell,
5375,Mdika Moyo borehole,-11.8008110,33.4964706,Borehole or tubewell,
5377,Nyakaluwa pvt tap,-10.7837874,34.2067997,Piped into public tap / standpipe / basin,
5378,Elija Kumwenda Shallow well,-11.7453575,33.3543339,Protected dug well,
5380,Robert msiska tap,-10.7279761,34.0454546,Piped into public tap / standpipe / basin,
5382,Sahani Dug well ,-11.9497266,33.7671595,Protected dug well,
5384,Mpulangoma water point,-10.9524374,33.9465103,Borehole or tubewell,
5390,Kaulusi FP School water point,-12.1912835,33.6240939,Borehole or tubewell,
5391,Kaira,-9.8851152,33.8811998,Protected dug well,
5394,Nkhungulumi,-10.7659991,34.0585012,Unprotected spring,
5399,Michael mkandawire tap ,-10.9812264,33.7453535,Piped into yard/plot,
5400, Mtwalo Health Centre Guidan shelter Tap,-11.3970302,33.7460639,Piped into public tap / standpipe / basin,
5402,Wib Mwanyongo dug well,-9.9576058,33.9258310,Unprotected dug well,
5403,Mwalumphangala,-10.9121538,33.7362051,Borehole or tubewell,
5404,Chigwere Tap 1,-11.0234795,33.8440887,Piped into public tap / standpipe / basin,
5406,Mwakaonga dugwell,-9.9253419,33.8919790,Unprotected dug well,
5407,Kapite Mithi ,-11.9855836,33.3259360,Protected dug well,
5807,Inkosana Thomas Nkosi,-11.6740117,33.6434950,Borehole or tubewell,
34613,Inkosana Thomas Nkosi,-11.6740117,33.6434950,Borehole or tubewell,
33173,Inkosana Thomas Nkosi,-11.6740117,33.6434950,Borehole or tubewell,
33640,Inkosana Thomas Nkosi,-11.6740117,33.6434950,Borehole or tubewell,
5412,Soka Gondwe tap ,-10.9747646,33.7431133,Piped into yard/plot,
5807,Inkosana Thomas Nkosi,-11.6740117,33.6434950,Borehole or tubewell,
34613,Inkosana Thomas Nkosi,-11.6740117,33.6434950,Borehole or tubewell,
33173,Inkosana Thomas Nkosi,-11.6740117,33.6434950,Borehole or tubewell,
33640,Inkosana Thomas Nkosi,-11.6740117,33.6434950,Borehole or tubewell,
5807,Inkosana Thomas Nkosi,-11.6740117,33.6434950,Borehole or tubewell,
34613,Inkosana Thomas Nkosi,-11.6740117,33.6434950,Borehole or tubewell,
33173,Inkosana Thomas Nkosi,-11.6740117,33.6434950,Borehole or tubewell,
33640,Inkosana Thomas Nkosi,-11.6740117,33.6434950,Borehole or tubewell,
5421,Rtc tap 6,-12.1105882,33.4150508,Piped into public tap / standpipe / basin,
1550,Philp Makwakwa village borehole 1,-11.2145158,33.6535757,Borehole or tubewell,
5424,Jaholi shallowwell ,-12.2834507,33.6294152,Protected dug well,
5426,Damu protected dug well,-11.2198207,34.0088291,Protected dug well,
5427,,-11.8060220,33.3579777,Borehole or tubewell,
5429,Lukulu FP School borehole ,-10.3593386,33.6881339,Borehole or tubewell,
5436,Dick Gondwe wp,-10.9736492,33.7459327,Piped into yard/plot,
5437,Mwandawu Mwase Dug well ,-11.7971238,33.7320995,Protected dug well,
5441,Mwalenga borehole,-9.9121442,33.8627151,Borehole or tubewell,
5443,Hestings Nyirongo tap ,-10.8638607,33.9867861,Piped into yard/plot,
5444,Mtumbuka Ndhlovu Village borehole ,-11.4844807,33.7249150,Borehole or tubewell,
5445,MPENJA VILLAGE TAP,-10.9567419,33.9337329,Piped into public tap / standpipe / basin,
5451,Robert Mtika borehole,-11.4514022,33.4909965,Borehole or tubewell,
5453,Matunkha Tap 6,-11.0201469,33.8362505,Piped into public tap / standpipe / basin,
5455,John Kumwenda wp,-10.9820742,33.7474124,Piped into yard/plot,
5456,Mr. Kamganje Nungu well,-11.4540661,33.9159508,Protected dug well,
5460,German Mahowe Water point,-11.9201792,33.4613282,Borehole or tubewell,
5461,Nyang'oma tap ,-10.8599006,33.9886276,Piped into yard/plot,
5463,Saukani kumwenda tap,-10.9671273,33.6649105,Piped into yard/plot,
5466,ZOli Zimba protected well,-12.0178664,33.3286839,Protected dug well,
5467,Mulombonji ngoma village borehole ,-11.2701783,33.6632504,Borehole or tubewell,
5470,Luvwere Lutheran Church Borehole ,-11.3924505,33.6795655,Borehole or tubewell,
5471,,-11.0496838,33.8435108,Borehole or tubewell,
5475,Chilongozgi tap,-10.9548332,33.7457007,Piped into yard/plot,
5478,Mama mbizi tap,-11.1838268,33.8806149,Piped into public tap / standpipe / basin,
5479,Chitembeya Banda borehole ,-11.8851315,33.4307989,Borehole or tubewell,
5482,Kamuzinga,-10.9743002,33.7638363,Piped into public tap / standpipe / basin,
5483,Chisawusawu borehole ,-11.8776830,33.5331238,Borehole or tubewell,
5484,Chikalamba gondwe tap 6,-11.0097051,33.8519742,Piped into yard/plot,
5486,Chisovya,-10.9425476,33.9431851,Piped into public tap / standpipe / basin,
5488,Changafwa tap 4,-10.7649771,34.1245483,Piped into public tap / standpipe / basin,
5490,Kakoloha primary school borehole ,-10.9689442,33.9659865,Borehole or tubewell,
5493,Mwabi girls private borehole 2,-12.1233936,33.4789315,Protected dug well,
5496,Samuel Shumba Borehole 1,-11.9545899,33.5181635,Borehole or tubewell,
5498,Kasisi fp school,-9.8594014,33.8421765,Borehole or tubewell,
5499,Nyamwembe gondwe  water point ,-11.0142206,33.8623841,Piped into public tap / standpipe / basin,
5500,Mphombo dug well,-10.9074920,34.0266767,Protected dug well,
5504,St Theresa FP School Borehole,-11.7257895,33.4600345,Borehole or tubewell,
5508,Mwauka Uli tap,-10.9693165,33.6761782,Piped into yard/plot,
5509,Thandeka primary school ,-11.2632451,33.7283395,Borehole or tubewell,
5510,,-11.1212030,33.7190460,Borehole or tubewell,
5512,Soffie Nkhwazi wp,-10.9740999,33.7452036,Piped into yard/plot,
5514,Chisinde,-10.9295814,33.6275199,Piped into public tap / standpipe / basin,
5515,Fwatuma Mbale Tap ,-11.0173338,33.8466096,Piped into public tap / standpipe / basin,
366,Maji yathika  water point ,-11.0834781,33.6741660,Borehole or tubewell,
18577,Maji yathika  water point ,-11.0834781,33.6741660,Borehole or tubewell,
5518,Chikayanga chisambi borehole ,-11.8782681,33.4170587,Borehole or tubewell,
5520,Philip mphalume water point ,-11.0121797,33.8457904,Piped into public tap / standpipe / basin,
5521,Chenji Munthali waterpoint,-9.9446465,33.9416616,Protected dug well,
5523,,-11.1797480,33.8180485,Borehole or tubewell,
5527,Mogha borehole,-9.9757951,33.8284179,Borehole or tubewell,
5528,Munyonga,-10.8788752,33.9915508,Piped into public tap / standpipe / basin,
5529,Ellen mkinga tap,-11.0191518,33.8480194,Piped into yard/plot,
5530,Chikangawa Dam Compound Communal tap water 13,-11.8407536,33.8070610,Piped into yard/plot,
5538,,-11.3129067,33.9923114,Borehole or tubewell,
5540,Malidade health centre Guardian Shelter water tap,-11.2296529,33.4998486,Piped into public tap / standpipe / basin,
5543,Ulemu munthali  water point ,-11.0259637,33.8518582,Piped into public tap / standpipe / basin,
5544,Kanavula shallowwell ,-12.2847342,33.6544466,Protected dug well,
5545,,-11.0993796,33.6849587,Borehole or tubewell,
5550,Mphamvu Manda Village water point ,-12.2485331,33.4918999,Borehole or tubewell,
5553,Mzoma Community  Day Secondary borehole ,-12.1517201,33.3483071,Borehole or tubewell,
5555,S Chirambo tap ,-11.0174301,33.8451649,Piped into public tap / standpipe / basin,
5558,Joyce Bwati wp,-10.9753224,33.7505058,Piped into yard/plot,
5562,Mbughi shallow well,-9.9420131,33.6916624,Protected dug well,
5563,Aunt Mwiza Lodge,-9.9368230,33.9261400,Borehole or tubewell,
5564,Ronad Ngwira tap ,-11.0198270,33.8518746,Piped into yard/plot,
5565,Enyezini CDSS tap ,-11.4768280,33.8577806,Piped into yard/plot,
5567,Chiyunga mzumala tap,-10.9005678,33.9889240,Piped into public tap / standpipe / basin,
5570,Kandapatali Chavula Tap,-10.9791532,33.9592914,Piped into yard/plot,
5571,Kawaza borehole 3,-12.1340754,33.4153667,Borehole or tubewell,
5572,Chikalamba,-11.0194107,33.8527094,Borehole or tubewell,
5573,Washabenkhata shallowwell ,-12.2853344,33.7164703,Protected dug well,
5574,Makupula,-10.9692489,33.7030504,Piped into public tap / standpipe / basin,
5576,Chikumbuso  munthali  water point ,-11.0232731,33.8433641,Piped into public tap / standpipe / basin,
5577,Henly kumwenda tap,-11.0273263,33.8689320,Piped into public tap / standpipe / basin,
5579,Chilongozi,-10.9613334,33.7498179,Piped into public tap / standpipe / basin,
5583,Njuyu Primary School borehole ,-11.5271571,33.6993940,Borehole or tubewell,
5587,Katolola,-10.9527162,33.7475500,Piped into public tap / standpipe / basin,
5589,Masapa Tembo borehole 2,-11.1975180,33.9343667,Borehole or tubewell,
5590,Vetinary tap,-12.1116146,33.4111484,Piped into public tap / standpipe / basin,
5591,Mwalikuwaniko,-10.7460866,34.1388157,Protected dug well,
5595,Wezy wp,-10.9812520,33.7491184,Piped into yard/plot,
5598,Gunkhwe Bilima borehole ,-11.6992950,33.7137180,Borehole or tubewell,
5600,Stanley Mdachi WP,-10.9754581,33.7442351,Piped into yard/plot,
5602,Manjawira Moyo borehole,-11.5926330,33.3497265,Borehole or tubewell,
5604,Bwati,-10.9786858,33.7499116,Piped into public tap / standpipe / basin,
5609,Thunda tap,-10.7833064,34.2035297,Piped into public tap / standpipe / basin,
5611,Magoda chipeta 2 borehole ,-11.4459047,33.7537654,Borehole or tubewell,
5612,Msokwa  Phiri water point,-11.1861606,33.8886806,Borehole or tubewell,
5614,Chatumbwa,-11.0200368,33.8422022,Piped into public tap / standpipe / basin,
5616,John Chima wp,-10.9768660,33.7389219,Piped into yard/plot,
5625,Mpherembe admarc borehore ,-11.2879324,33.6089992,Borehole or tubewell,
5626,Mazaza School borehole,-11.6137530,33.3773240,Borehole or tubewell,
5628,Vitumbiko Nyirenda Well ,-11.5950485,33.6790018,Protected dug well,
5631,Phalasito school water point ,-11.0151991,33.8180518,Borehole or tubewell,
5632,Chiunjika,-10.8230854,34.2041889,Surface water,
5634,Mziriwanda,-10.7513712,34.0289353,Piped into public tap / standpipe / basin,
5636,Phasulo Nkhoma water point ,-12.1605803,33.4277063,Protected dug well,
5639,Malikhebu Munthali,-10.8088225,34.2049842,Unprotected spring,
5641,Nashon Ngulube borehole ,-12.1700507,33.4596552,Borehole or tubewell,
5644,Chatumbwa,-11.0203748,33.8420393,Piped into public tap / standpipe / basin,
5650,Mwahimba No 17 kiosk,-9.9245570,33.9412712,Piped into public tap / standpipe / basin,
5654,Tusekereghe borehore ,-9.8708402,33.8354559,Borehole or tubewell,
5656,Dokotala Mwandira Shallow Well,-11.6300603,33.4653811,Unprotected dug well,
5657,Gowoyani mithi borehore ,-11.3583909,33.6544026,Borehole or tubewell,
5658,Mrs Ngoka wp,-10.9794280,33.7407691,Piped into yard/plot,
5659,Chriss Luhanga waterpoint,-10.9811824,33.7404891,Piped into yard/plot,
5660,Mwanza maize mill water tap ,-10.9986265,34.0780184,Piped into public tap / standpipe / basin,
