name,description,type,depth,vulnerability,fid,lat,lon
Mr. Nyirenda,Ekwendeni ,Borehole or tubewell,0,no risk,13177,-11.3671261,33.8781776
Batulumeyo Tembo village borehole ,A water point in Batulumeyo Tembo village ,Borehole or tubewell,0,no risk,13179,-12.1458302,33.4087457
Mlongoti Chirwa Dug well,Near  Mubuwa tree ,Protected dug well,0,no risk,13181,-11.9927284,33.6562154
 Majighasawa spring,Near Mkuyu tree ,Unprotected dug well,0,no risk,13182,-12.0119295,33.6326672
Mololo water point,Near road to ganje vge,Piped into public tap / standpipe / basin,0,no risk,13184,-10.9073714,33.9745768
Bongololo water point ,Near sigaton tree ,Piped into public tap / standpipe / basin,0,no risk,13185,-10.9721796,33.7406545
Pacharo Chipulu WP,Private,Piped into yard/plot,0,no risk,13186,-10.9597819,33.7655683
Mr. Nyirenda,Ekwendeni,Borehole or tubewell,0,no risk,13188,-11.3689557,33.8735178
Pitara Phiri village borehole ,A water point in Pitara Phiri village ,Borehole or tubewell,0,no risk,13189,-12.0784378,33.5641160
Kanyenda   Lorence, Near main road  boarder songwe,Protected dug well,0,no risk,13190,-9.8753315,33.8989554
Chimimba Chipeta borehole ,5 metres from Kapilingu road ,Borehole or tubewell,0,no risk,13193,-11.4033308,33.5190926
Yesaya jere waterpoint ,Near a mangoe tree,Piped into public tap / standpipe / basin,0,no risk,13195,-11.0137060,33.8490239
Vitima Saka Dug well ,Near Katope tree ,Protected dug well,0,no risk,13196,-12.0210355,33.7112758
Kaingo Yagamba  village borehole,Along the Zgambo - Masuku road,Borehole or tubewell,0,no risk,13197,-11.4314826,33.3258380
Chigwere Tap ,25m away left Rumphi Nyika Road ,Piped into public tap / standpipe / basin,0,no risk,13200,-11.0223987,33.8453341
Kamangadazi makwakwa borehore ,Close to ku wanyake village,Borehole or tubewell,0,no risk,13212,-11.2222600,33.6228663
Kachipumpha Mhone village borehole ,A water point in Kachipumpha Mhone done in 2007,Borehole or tubewell,0,no risk,13220,-11.3372714,33.9139193
,,Borehole or tubewell,0,no risk,13221,-11.5522611,33.6744085
Mpande Nkosi 2,Near Edundu  SDA church ,Borehole or tubewell,0,no risk,13230,-11.7811964,33.5486419
Yaluwira water tap,Near bale 2,Piped into public tap / standpipe / basin,0,no risk,13233,-10.8057179,34.1130459
E. Sichinga tap,Near salawe hills,Piped into yard/plot,0,no risk,13234,-11.0037603,33.8539314
Kacheche CDSS Borehole 3,Near msangusangu tree ,Borehole or tubewell,0,no risk,13235,-11.1018061,33.8779634
Mabulabo mbewa borehore ,Close to main road ,Borehole or tubewell,0,no risk,13244,-11.2521853,33.6147167
Chilomba 3 borehole,Near phinious  nyirongo house,Protected dug well,0,no risk,13245,-12.1879458,33.3572556
Mpinganjira borehole,Near Kachenyu fp school,Borehole or tubewell,0,no risk,13247,-12.0603686,33.5150374
Gonahewe tap,Near kanyerere chozgoli road,Piped into yard/plot,0,no risk,7935,-10.9550334,33.7621030
Galasi Madise waterpoint ,Near Orange trees ,Borehole or tubewell,0,no risk,13253,-11.2623788,33.7696177
Emike School tap 2,Near Kesha trees,Piped into yard/plot,0,no risk,13256,-10.9931866,33.9553432
Fiskani Chirwa 2 water point ,Near Fiskani lodge,Protected dug well,0,no risk,13258,-12.1371348,33.4696374
Gondwe's Familly Tap,"Near Mkomba Phala Pre-School, Mthangamwembe Village ",Piped into yard/plot,0,no risk,13260,-10.9489612,33.9312027
Chapuma nkhata borehole ,Near mango tree ,Borehole or tubewell,0,no risk,13261,-12.0174880,33.5063969
Chayamba shaw protected dug well ,Near mawowo stream ,Protected dug well,0,no risk,13262,-12.0229851,33.4848170
Chinungu primary school borehole ,Near mukhaya tree,Borehole or tubewell,0,no risk,13263,-12.0233943,33.4932153
Chikwayulax WP,Private tap,Piped into yard/plot,0,no risk,13268,-10.9370080,33.7536661
Chiwaya,,Piped into public tap / standpipe / basin,0,no risk,13274,-10.9383430,33.9567905
Kasuma full primary school borehole ,Near mango trees ,Borehole or tubewell,0,no risk,13277,-11.1069752,33.7215750
Mtaniravillage waterpoint,Near mbulunji market,Protected dug well,0,no risk,13279,-10.8361635,34.0101168
Chivundiko shallow well ,Near maguwu hills ,Protected dug well,0,no risk,13281,-11.0300415,34.0776756
Zgandonda water tap ,Near Phunu clinic ,Piped into public tap / standpipe / basin,0,no risk,13282,-11.0251241,34.0733868
Golombi village tap,Near luchezi school,Piped into public tap / standpipe / basin,0,no risk,13293,-10.7842702,34.0125815
Walonga village water point,Near bluegum tree,Piped into public tap / standpipe / basin,0,no risk,13294,-10.9040818,33.9637424
Augustine kumwenda tap,Near chikalamba to bondi road,Piped into yard/plot,0,no risk,13295,-11.0118618,33.8504139
MukisaH wp,Private tap,Piped into yard/plot,0,no risk,13300,-10.9513571,33.6854691
Richard  wp,Private tap,Piped into yard/plot,0,no risk,13301,-10.9529643,33.6894668
Chikow wp,Private tap,Piped into yard/plot,0,no risk,13302,-10.9522617,33.6893118
Masuzgo wp,Communal tap,Piped into public tap / standpipe / basin,0,no risk,13304,-10.9549109,33.6910007
NyexB wp,Private tap,Piped into yard/plot,0,no risk,13305,-10.9500438,33.6858695
.Mateyo Mbano borehole ,Close to Chabonga river ,Borehole or tubewell,0,no risk,13307,-11.3067343,33.8922765
Mchere wp,Private tap,Piped into yard/plot,0,no risk,13308,-10.9482798,33.6844447
Chikunula wp,Private tap,Piped into yard/plot,0,no risk,13310,-10.9473511,33.6845227
Chayamba wp,Private tap,Piped into yard/plot,0,no risk,13311,-10.9481242,33.6930340
Nyakambotoli tap,Along the road from mwahomero to chimyanga,Piped into public tap / standpipe / basin,0,no risk,13312,-10.7649886,34.0202825
,,Borehole or tubewell,0,no risk,13313,-11.6934935,33.7411500
BandaHX wp,Private tap,Piped into yard/plot,0,no risk,13315,-10.9498150,33.6948469
Noelx junction,Private tap,Piped into yard/plot,0,no risk,13317,-10.9439156,33.6915936
Jon chimbambo borehole ,Near Mzalagwe road ,Borehole or tubewell,0,no risk,13320,-11.6454038,33.5771328
Musi Kasuntha Community Borehole,,Borehole or tubewell,0,no risk,13328,-11.6611750,33.3802617
Handara mumba protected dug well ,Near kavitukutu river,Protected dug well,0,no risk,13329,-11.9695328,33.4601475
Yeremiya  Lungu  dug well ,Near Chiyombo tree,Protected dug well,0,no risk,13333,-11.8541357,33.6294182
Muzimelo shallow well ,Near chumba natural trees ,Unprotected dug well,0,no risk,13334,-10.2488673,33.6994459
Mwangolera (principal) 4 borehole ,Near M1 road,Borehole or tubewell,0,no risk,13335,-9.9927970,33.9327124
Gonthi kumwenda village borehole ,Near mango 6,Borehole or tubewell,0,no risk,13336,-11.1582320,33.6428480
Astrida Mbale tap,Near chikhuninto bondi road,Piped into yard/plot,0,no risk,13338,-11.0137041,33.8523138
Yolamu Kamanga borehole ,Near jarawe river ,Borehole or tubewell,0,no risk,13339,-11.2882882,33.9510417
Chanthomba Communal Tap 3,Near blue gum tree,Piped into public tap / standpipe / basin,0,no risk,13340,-11.9020671,33.5900912
Matunkha Tap 5,Near Matunkha hill ,Piped into public tap / standpipe / basin,0,no risk,13341,-11.0200488,33.8362494
Mr kamanga tap ,Near kesha tree ,Piped into yard/plot,0,no risk,13342,-11.0207930,33.8497449
Chamutu borehole ,Near chamutu ccap church ,Borehole or tubewell,0,no risk,13343,-11.2951721,33.9496929
Kammaji  water point ,Near banana tree ,Piped into public tap / standpipe / basin,0,no risk,13345,-10.9684562,33.7421240
Chipofya Village borehole,Near mango tree,Borehole or tubewell,0,no risk,13346,-11.4406683,33.3339112
Hezekia Kamanga borehole ,Near kachere tree ,Borehole or tubewell,0,no risk,13348,-11.2722400,33.9184483
Moses Nyambose borehole 2,Near munthukutu tree ,Borehole or tubewell,0,no risk,13349,-11.2781594,33.8924963
Mwenechifungwe shallow well 2,Near masurwe mountain,Protected dug well,0,no risk,13350,-11.0326240,34.0985725
Mkhwema water point ,Near mango tree ,Piped into public tap / standpipe / basin,0,no risk,13353,-11.0248220,33.8526565
Euthini secondary school borehole,Under big trees,Borehole or tubewell,0,no risk,13355,-11.4424634,33.4179498
,,Borehole or tubewell,0,no risk,13361,-12.2382363,33.4313487
Charwita village tap,Near katete school,Piped into public tap / standpipe / basin,0,no risk,13362,-10.8909572,34.0137516
Anna Nyirenda Shallow Well,Near Mjoyi tree,Protected dug well,0,no risk,13369,-11.9256383,33.5031718
Isaac Qoto shallow well. ,Isaac Qoto village 30m near Isaac Qoto shallow well. ,Protected dug well,0,no risk,13372,-12.2253882,33.3918235
Dan Nyoni,Sokopo,Borehole or tubewell,0,no risk,13373,-11.3939117,33.6553341
Matu wp,Private tap,Piped into yard/plot,0,no risk,13374,-10.9756901,33.7194564
Melayi wp,Private tap,Piped into yard/plot,0,no risk,13375,-10.9806224,33.7226692
Lucky zimba,Private tap,Piped into yard/plot,0,no risk,13376,-10.9755432,33.7198203
Jodi wp,Communal tap,Piped into yard/plot,0,no risk,13377,-10.9747007,33.7243210
Pendo wp,Private tap,Piped into yard/plot,0,no risk,13378,-10.9767630,33.7228488
Gilson wp,Private tap,Piped into yard/plot,0,no risk,13379,-10.9754156,33.7237387
Chizauteka wp,Communal tap,Piped into public tap / standpipe / basin,0,no risk,13380,-10.9735308,33.7310449
Ericky junction,Private tap,Piped into yard/plot,0,no risk,13381,-10.9793567,33.7225763
Shadreki wp,Private tap,Piped into yard/plot,0,no risk,13382,-10.9807005,33.7219278
Nyoni wp ,Private tap,Piped into yard/plot,0,no risk,13383,-10.9796287,33.7248101
Poka wp,Private tap,Piped into yard/plot,0,no risk,13384,-10.9743063,33.7327387
Makopete wp,Communal tap,Piped into public tap / standpipe / basin,0,no risk,13385,-10.9763284,33.7323381
Zinyoni wp,Private tap,Piped into yard/plot,0,no risk,13386,-10.9825255,33.7199856
Chatumbwa Tap 13,Near Matunkha Primary school ,Piped into public tap / standpipe / basin,0,no risk,13387,-11.0205854,33.8424409
Chizotera wp,Private tap,Piped into yard/plot,0,no risk,13388,-10.9758989,33.7263583
Nyachimbi wp,Private tap,Piped into yard/plot,0,no risk,13389,-10.9813836,33.7247330
Mzemba Ngwira kiosk 2,Near ghamba play ground ,Piped into public tap / standpipe / basin,0,no risk,13390,-11.3765942,33.9682345
Chrissy Chipeta - Lusangazi,,Borehole or tubewell,0,no risk,13392,-11.4985290,33.9494705
Mr nyasulu water point,Near main road to mzuzu,Piped into public tap / standpipe / basin,0,no risk,13393,-11.0258507,33.8684327
Ntchuka primary school borehole ,Near ntchuka school ,Borehole or tubewell,0,no risk,13394,-10.9578179,34.0813234
Joyce  kaunda  water point ,Near mango tree ,Piped into public tap / standpipe / basin,0,no risk,13395,-11.0274103,33.8495645
Chimkusa shallow well 2,near majiyatuwa Ccap church,Protected dug well,0,no risk,13396,-12.1388055,33.4968455
Mbaula tap, Along the road from kachaka to chawaye,Piped into public tap / standpipe / basin,0,no risk,13402,-10.7607964,34.0261145
Chikoya Njorwa borehole ,12 metres from chizutu tree,Borehole or tubewell,0,no risk,13403,-11.5009961,33.5600064
Gibson wp1,Private tap,Piped into yard/plot,0,no risk,13406,-10.9961556,33.7666843
Gonjo wp,Private tap,Piped into yard/plot,0,no risk,13408,-10.9781292,33.7142259
Kuluwunda Ngulube borehore ,Close to chisavu tree,Borehole or tubewell,0,no risk,13409,-11.3811390,33.6282400
Mzimba LEA primary school primary ,Near Lea Primary ,Borehole or tubewell,0,no risk,13410,-11.8907827,33.5891664
Florence Mfune WP,Private,Piped into yard/plot,0,no risk,13411,-10.9537055,33.7617124
Josephy majaliwa water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,0,no risk,13416,-11.0260390,33.8551572
Muyota tap,Near nyika national park ,Piped into public tap / standpipe / basin,0,no risk,11861,-10.8728379,33.7547393
Moses munthali tap ,Near mango tree ,Piped into yard/plot,0,no risk,13420,-10.9787170,33.7452074
Gomezgani mtembenge tap 3,Near bluegam tree ,Piped into yard/plot,0,no risk,13422,-10.9783815,33.7453485
Nowa Mwaleborehole,Near  kadamati  football ground,Borehole or tubewell,0,no risk,13424,-12.0843055,33.4470944
Chimalawathu borehole 2,Near the base of the lubambashi mountain,Borehole or tubewell,0,no risk,13426,-10.9054163,34.0355639
Thandamalaga  Thole  Borehole ,Near Blugum trees ,Borehole or tubewell,0,no risk,13427,-11.8042385,33.7189422
Golobe mbale tap,Near nyika hills,Piped into public tap / standpipe / basin,0,no risk,13430,-10.8746692,33.9699565
Tugwa  water point 7,Near  Keisha tree ,Piped into public tap / standpipe / basin,0,no risk,13432,-10.9490107,33.7449028
Thomas Nyirongo Borehole 1,Near Kapirimwera hills ,Borehole or tubewell,0,no risk,13433,-11.4356052,33.6525964
Luhanga shallow well ,Near katope river ,Protected dug well,0,no risk,13439,-11.0486912,34.0143449
Chimbizga Gondwe  borehole ,15 metres from Mtende road ,Borehole or tubewell,0,no risk,13440,-11.4869570,33.5318920
Martha mkandawire  water point ,Near bluegum tree ,Piped into public tap / standpipe / basin,0,no risk,13441,-11.0276301,33.8494280
Kamombolo tap,Near chankhomi secondary school,Piped into public tap / standpipe / basin,0,no risk,13442,-11.0141527,33.8488923
Yesaya jere tap,Near mangoe tree,Piped into public tap / standpipe / basin,0,no risk,13443,-11.0140012,33.8492578
Walero kumwenda tap ,"Near banana tree, mthwika village, Barwe ",Piped into yard/plot,0,no risk,13444,-10.9725916,33.7589444
Mukulayawo borehole ,Near Chikuyu tree ,Borehole or tubewell,0.7491455078125,high risk,13446,-11.0504466,33.9213863
,,Borehole or tubewell,0,no risk,13448,-11.9882359,33.4570253
Chinjoka Chimalilo borehole ,14 metres from Mango tree ,Borehole or tubewell,0,no risk,13451,-11.4872011,33.5292627
Kaherere Primary School borehole,10 metres from Kawizi  tree ,Borehole or tubewell,0,no risk,13453,-11.4511018,33.4750606
,,Borehole or tubewell,1.4193115234375,high risk,13455,-9.9335781,33.8954505
Lubinga,,Piped into public tap / standpipe / basin,0,no risk,13456,-10.9823709,33.7576101
Saidi pipe/tap,"Near yalero forest, at village headman's (saidi) compound",Piped into public tap / standpipe / basin,0,no risk,13457,-10.8312261,34.1024658
Musawope wp,Private tap,Piped into yard/plot,0,no risk,13462,-10.9724315,33.7338694
Stowellx wp,Private tap,Piped into yard/plot,0,no risk,13463,-10.9764479,33.7345505
Bulaulax wp,Communal tap,Piped into public tap / standpipe / basin,0,no risk,13464,-10.9723718,33.7351301
Chigwere Tap ,Near Rukulu pvt school ,Piped into public tap / standpipe / basin,0,no risk,13465,-11.0222282,33.8433596
Suliya tap,Near doloba road,Piped into public tap / standpipe / basin,0,no risk,13466,-11.0194328,33.8653974
Chigona mkandawire,Sorounded by hegde,Borehole or tubewell,0,no risk,13467,-11.5185860,33.4122736
Luben lungu borehole,Near the road to chamunguma,Borehole or tubewell,0,no risk,13468,-11.5223325,33.4143244
Mtezi bororehole2,Near chitala ccap church,Borehole or tubewell,0,no risk,13469,-12.1257594,33.4353275
Charwita tap ,About 79m away from Group Village Headman Charwita,Piped into public tap / standpipe / basin,0,no risk,13472,-11.0192430,33.9169786
K Mwakyanjala protecte dug well,Near mango tree,Borehole or tubewell,0,no risk,13474,-9.9376403,33.9192654
Chiwaya,,Piped into public tap / standpipe / basin,0,no risk,13475,-10.9215709,33.9501389
MankhumbaB wp,Communal tap,Piped into public tap / standpipe / basin,0,no risk,13476,-10.9782762,33.7152854
Msekeni borehole ,Near kanjada graveyard ,Borehole or tubewell,0,no risk,13478,-12.0028099,33.4361941
Chaipa Soko Village Borehole 2,Near Senderera tree,Borehole or tubewell,0,no risk,13483,-11.8597858,33.5724427
Chivwayika village tap,Near mhuju cdss,Piped into public tap / standpipe / basin,0,no risk,13484,-10.8774530,33.9941897
Shed sazu bohore ,Near manyamula katondo road ,Borehole or tubewell,0,no risk,13486,-11.9959357,33.4496248
Chamakhowa communal WP,Communal tap,Piped into public tap / standpipe / basin,0,no risk,13489,-10.9393075,33.7522535
Chikwayula wp,Communal tap,Piped into public tap / standpipe / basin,0,no risk,13490,-10.9386076,33.7530946
Penjani Nyirenda Dug well ,Near Pine tree ,Protected dug well,0,no risk,13491,-11.8440129,33.7661771
Chigwere Tap 12,NEAR mango tree ,Piped into public tap / standpipe / basin,0,no risk,13497,-11.0237295,33.8432184
Mhuju cdss,Near mhuju road,Borehole or tubewell,0,no risk,13498,-10.8727753,33.9860638
Kapija School borehole,Near School football ground,Borehole or tubewell,0,no risk,13501,-11.4236440,33.3251636
Loyd Gumbo borehore ,Close to loyd Gumbo village ,Borehole or tubewell,0,no risk,13503,-11.2465834,33.5955632
Chikakula  1 borehole ,Along the road from chivwanyuma to nkhomboli ,Piped into public tap / standpipe / basin,0,no risk,13505,-10.7890859,34.0270835
Chigwere Tap 10,30m away left Rumphi Nyika Road ,Piped into public tap / standpipe / basin,0,no risk,13509,-11.0235664,33.8427139
Mtambalika Mkandawire borehole ,10 metres from Kachere tree ,Borehole or tubewell,0,no risk,13510,-11.4220610,33.5699857
Loti Moyo Borehole ,Near Kafukule -Fuzani Road ,Borehole or tubewell,0,no risk,13513,-11.4922428,33.6303522
Chigwere Tap 9,Near Bluegum Tree ,Piped into public tap / standpipe / basin,0,no risk,13514,-11.0238508,33.8422975
Kumwembe WP,Private tap,Piped into yard/plot,0,no risk,13515,-10.9379903,33.7533980
Chabwino wp,Private tap,Piped into yard/plot,0,no risk,13516,-10.9380202,33.7490793
Mzale wp,Communal tap,Piped into public tap / standpipe / basin,0,no risk,13517,-10.9374235,33.7496302
CHALAMIRA VILLAGE TAP,Near Village Headman Chalamira,Piped into public tap / standpipe / basin,0,no risk,13519,-10.9522884,33.9378767
Assani juma tap ,Near M24 road to Hewe ,Piped into yard/plot,0,no risk,13521,-10.9785373,33.7445637
Mtima Gondwe tap 2,Near Bolero Famers world building ,Piped into yard/plot,0,no risk,13524,-10.9781534,33.7450988
Manyamula primary school ,Near Bluegum and Malaina trees ,Borehole or tubewell,0,no risk,13532,-11.9372984,33.4406159
