adm3_name;Date;Score;Data_source;comment ;disaster_type;country;adm1_name;adm2_name;adm3_pcode;directely affected;Indirectly Affected;Affected;people_dead;people_Injured;Crop Damages;Lost Cattle;people_displaced;house_destroyed;livestock_lost;lost_crops_ha;Region;Zone;Wereda;pcode;adm1_pcode;adm2_pcode
Raya Kobo;07/09/2006;;;;flood;ethiopia;Amhara;North Wello;30302;NA;102;102;NA;NA;NA;0;56;NA;0;NA;Amhara;North Wello;Raya Kobo;30302;;
Raya Kobo;14/11/2007;;;;flood;ethiopia;Amhara;North Wello;30302;NA;2288;2288;NA;NA;306.75;0;2288;NA;0;306.75;Amhara;North Wello;Raya Kobo;30302;;
Raya Kobo;01/08/2010;;;;flood;ethiopia;Amhara;North Wello;30302;NA;494;494;NA;NA;NA;0;494;NA;0;NA;Amhara;North Wello;Raya Kobo;30302;;
Raya Kobo;01/08/2010;;;;flood;ethiopia;Amhara;North Wello;30302;NA;5728;5728;NA;NA;493;14;47;44;14;493;Amhara;North Wello;Raya Kobo;30302;;
Robe;01/06/2004;;;;flood;ethiopia;OROMIA;Arsi;40812;NA;2070;2070;NA;NA;344;0;NA;NA;0;344;OROMIA;Arsi;Robe;40812;;
Robe;07/09/2007;;;;flood;ethiopia;OROMIA;Arsi;40812;NA;NA;NA;NA;NA;160;0;NA;NA;0;160;OROMIA;Arsi;Robe;40812;;
Robe;07/09/2008;;;;flood;ethiopia;OROMIA;Arsi;40812;NA;8402;8402;NA;NA;NA;0;NA;NA;0;NA;OROMIA;Arsi;Robe;40812;;
Sabata Awas;04/08/2006;6;IFRC(Appeal);;flood;ethiopia;OROMIA;Finfine zuria;42006;;;;;;;;;;;;;;;;;
Saesi Tsesada Amba;01/08/2006;;;;flood;ethiopia;Tigray;Eastern Tigray;10303;NA;NA;NA;6;NA;NA;0;NA;NA;0;NA;Tigray;Eastern Tigray;Saesi Tsesada Amba;10303;;
Saesi Tsesada Amba;01/08/2010;;;;flood;ethiopia;Tigray;Eastern Tigray;10303;NA;7950;7950;NA;NA;530;0;NA;NA;0;530;Tigray;Eastern Tigray;Saesi Tsesada Amba;10303;;
Sahila;20/03/2009;;;;flood;ethiopia;Amhara;Wag Himra;30806;NA;NA;NA;NA;NA;NA;14;NA;NA;14;NA;Amhara;Wag Himra;Sahila;30806;;
Samurobi;01/10/2019;6;NDRMC(EW);overflow of river and heavey RF;flood;ethiopia;Afar;Zone 5;20502;500;;;;;15;;;700;2092;;;;;;;
Samurobi Gele'alo;07/09/2006;;;;flood;ethiopia;Afar;Afar Zone 5;20502;NA;NA;NA;NA;NA;NA;660;NA;NA;660;NA;Afar;Afar Zone 5;Samurobi Gele'alo;20502;;
Samurobi Gele'alo;07/09/2006;;;;flood;ethiopia;Afar;Afar Zone 5;20502;NA;NA;NA;NA;NA;NA;550;NA;NA;550;NA;Afar;Afar Zone 5;Samurobi Gele'alo;20502;;
Samurobi Gele'alo;07/09/2006;;;;flood;ethiopia;Afar;Afar Zone 5;20502;NA;NA;NA;NA;NA;NA;620;NA;NA;620;NA;Afar;Afar Zone 5;Samurobi Gele'alo;20502;;
Samurobi Gele'alo;07/09/2006;;;;flood;ethiopia;Afar;Afar Zone 5;20502;NA;NA;NA;NA;NA;NA;450;NA;NA;450;NA;Afar;Afar Zone 5;Samurobi Gele'alo;20502;;
Samurobi Gele'alo;07/09/2006;;;;flood;ethiopia;Afar;Afar Zone 5;20502;NA;NA;NA;NA;NA;NA;400;NA;NA;400;NA;Afar;Afar Zone 5;Samurobi Gele'alo;20502;;
Samurobi Gele'alo;29/07/2010;0;;No record found;flood;ethiopia;Afar;Afar Zone 5;20502;NA;1000;1000;NA;NA;NA;0;NA;NA;0;NA;Afar;Afar Zone 5;Samurobi Gele'alo;20502;;
Samurobi Gele'alo;29/07/2010;0;;No record found;flood;ethiopia;Afar;Afar Zone 5;20502;NA;1100;1100;NA;NA;346;0;NA;NA;0;346;Afar;Afar Zone 5;Samurobi Gele'alo;20502;;
Sankura;01/07/2004;;;;flood;ethiopia;SNNPR;Silte;72006;NA;1920;1920;1;NA;1063;348;NA;NA;348;1063;SNNPR;Silte;Sankura;72006;;
Sayint;16/07/2000;;;;flood;ethiopia;Amhara;South Wello;30411;NA;1;1;1;NA;NA;0;NA;NA;0;NA;Amhara;South Wello;Sayint;30411;;
Sebeta ;09/08/2017;6;IFRC(Appeal);;flood;ethiopia;OROMIA;Finfine zuria;42006;460;;;;;;;;;;;;;;;;
Sebeta Hawas;01/09/2019;6;NDRMC(EW);;flood;ethiopia;OROMIA;Finfine zuria;42006;776;;;;;;;;;;;;;;;;
Seharti Samre;01/07/2010;0;;No record found;flood;ethiopia;Tigray;Southern Tigray;10601;NA;980;980;NA;NA;404;49;NA;NA;49;404;Tigray;Southern Tigray;Seharti Samre;10601;;
Sekota;07/09/2006;;;;flood;ethiopia;Amhara;Wag Himra;30802;NA;5809;5809;NA;NA;NA;0;NA;NA;0;NA;Amhara;Wag Himra;Sekota;30802;;
Sekota;07/01/2008;;;;flood;ethiopia;Amhara;Wag Himra;30802;NA;NA;NA;NA;NA;NA;96;NA;NA;96;NA;Amhara;Wag Himra;Sekota;30802;;
Sekota;01/08/2010;;;;flood;ethiopia;Amhara;Wag Himra;30802;NA;NA;NA;NA;NA;21;0;NA;NA;0;21;Amhara;Wag Himra;Sekota;30802;;
selamgo;07/09/2007;;;;flood;ethiopia;SNNPR;South Omo;70701;NA;25000;25000;NA;NA;NA;0;NA;NA;0;NA;SNNPR;South Omo;selamgo;70701;;
Selti;07/09/2006;;;;flood;ethiopia;SNNPR;Silte;72002;NA;3120;3120;NA;NA;NA;0;NA;NA;0;NA;SNNPR;Silte;Selti;72002;;
Selti;06/12/2006;;;;flood;ethiopia;SNNPR;Silte;72002;NA;NA;NA;NA;NA;NA;121;3120;984;121;NA;SNNPR;Silte;Selti;72002;;
Semada;01/08/2006;;;;flood;ethiopia;Amhara;South Gonder;30207;NA;NA;NA;2;NA;34;0;NA;NA;0;34;Amhara;South Gonder;Semada;30207;;
Semen Achefer;14/08/2008;;;;flood;ethiopia;Amhara;West Gojam;30701;NA;NA;NA;NA;NA;786;0;NA;NA;0;786;Amhara;West Gojam;Semen Achefer;30701;;
Semen Achefer;01/08/2010;;;;flood;ethiopia;Amhara;West Gojam;30701;NA;250;250;NA;NA;NA;0;NA;NA;0;NA;Amhara;West Gojam;Semen Achefer;30701;;
Seru;07/09/2008;;;;flood;ethiopia;OROMIA;Arsi;40811;NA;3300;3300;NA;NA;NA;0;NA;NA;0;NA;OROMIA;Arsi;Seru;40811;;
Seru;24/04/2016;6;https://reliefweb.int/sites/reliefweb.int/files/resources/MDRET017.pdf;DREF;flood;ethiopia;;OROMIA;40811;Arsi;;;;;;;;;;;;;;;;
seru;04/05/2016;6;IFRC(Appeal);;flood;ethiopia;OROMIA;Arsi;40811;1500;;;;;;;;;;;;;;;;
Seru;01/04/2016;6;IFRC(Appeal);;flood;ethiopia;OROMIA;Arsi;40811;1,463;;;;;;;;;;;;;;;;
Seweyna;01/10/2001;;;;flood;ethiopia;OROMIA;Bale;41118;NA;NA;NA;2;2;NA;0;NA;NA;0;NA;OROMIA;Bale;Seweyna;41118;;
Seweyna;28/04/2005;;;;flood;ethiopia;OROMIA;Bale;41118;NA;2;2;NA;NA;NA;12;NA;NA;12;NA;OROMIA;Bale;Seweyna;41118;;
Shashego;01/10/2019;6;NDRMC(EW);flash flood;flood;ethiopia;SNNPR;Hadiya;70204;14261;;;;;1722;;;;;;;;;;;
Shashego;10/03/2019;6;;;flood;ethiopia;SNNPR;Hadiya;70204;14,261;;;;;1,772;;;;NA;;;;;;;
Shashemene Zuria;01/08/2010;;;;flood;ethiopia;OROMIA;West Arsi;41712;NA;5000;5000;NA;NA;95;0;NA;NA;0;95;OROMIA;West Arsi;Shashemene Zuria;41712;;
Shashemene Zuria;24/08/2010;;;;flood;ethiopia;OROMIA;West Arsi;41712;NA;5000;5000;NA;NA;NA;0;NA;NA;0;NA;OROMIA;West Arsi;Shashemene Zuria;41712;;
Shashogo;07/09/2005;;;;flood;ethiopia;SNNPR;Hadiya;70204;NA;17;17;NA;NA;5.4;0;NA;NA;0;5.4;SNNPR;Hadiya;Shashogo;70204;;
Shashogo;07/09/2006;;;;flood;ethiopia;SNNPR;Sidama;70204;NA;1540;1540;NA;NA;NA;0;NA;NA;0;NA;SNNPR;Sidama;Shashogo;70204;;
Shashogo;07/09/2006;;;;flood;ethiopia;SNNPR;Hadiya;70204;NA;7500;7500;NA;NA;NA;0;NA;NA;0;NA;SNNPR;Hadiya;Shashogo;70204;;
Shashogo;06/12/2006;;;;flood;ethiopia;SNNPR;Hadiya;70204;NA;NA;NA;2;NA;5066;0;8258;NA;0;5066;SNNPR;Hadiya;Shashogo;70204;;
Shashogo;24/07/2012;;;;flood;ethiopia;SNNPR;Hadiya;70204;NA;1272;1272;NA;NA;2189;0;NA;NA;0;2189;SNNPR;Hadiya;Shashogo;70204;;
Shekosh;26/04/2012;1;;;flood;ethiopia;Somali;Korahe;50501;330;NA;330;NA;NA;NA;NA;NA;NA;NA;NA;Somali;Korahe;Shekosh;50501;;
Shinile;07/09/2000;;;;flood;ethiopia;Somali;Siti;50103;NA;NA;NA;NA;NA;NA;0;1000;NA;0;NA;Somali;Siti;Shinile;50103;;
Shinile;05/04/2018;;;;flood;ethiopia;Somali;Siti;50103;NA;NA;165000;NA;NA;12911;NA;NA;NA;NA;12911;Somali;Siti;Shinile;50103;;
Shinile;24/04/2018;6;https://reliefweb.int/sites/reliefweb.int/files/resources/ethiopia_floods_-_flash_update_3_-_22_may_2018.pdf;SAGAR tropical cyclone;flood;ethiopia;Somali;Siti;50103;;;;;;;;;;;;;;;;;
shire;01/08/2010;;;;flood;ethiopia;Tigray;Western Tigray;10108;NA;999;999;NA;NA;NA;0;NA;NA;0;NA;Tigray;Western Tigray;shire;10108;;
Shirka;01/08/2010;;;;flood;ethiopia;OROMIA;Arsi;40814;NA;2500;2500;NA;NA;240;0;875;NA;0;240;OROMIA;Arsi;Shirka;40814;;
Silte;15/04/2019;6;NDRMC(EW);flash flood;flood;ethiopia;SNNPR;Silte ;72002;5630;;;6;;;;;;;;;;;;;
Siraro;01/04/2003;;;;flood;ethiopia;OROMIA;West Arsi;41701;NA;NA;NA;3;NA;890;190;NA;NA;190;890;OROMIA;West Arsi;Siraro;41701;;
Sire;07/09/2003;;;;flood;ethiopia;OROMIA;Arsi;40820;NA;NA;NA;NA;NA;429;0;NA;NA;0;429;OROMIA;Arsi;Sire;40820;;
Sodo;06/12/2006;;;;flood;ethiopia;SNNPR;Gurage;70105;NA;NA;NA;NA;NA;NA;0;358;NA;0;NA;SNNPR;Gurage;Sodo;70105;;
Sodo Zuria;07/09/2005;;;;flood;ethiopia;SNNPR;Wolayita;70605;NA;1363;1363;NA;NA;600;0;NA;17;0;600;SNNPR;Wolayita;Sodo Zuria;70605;;
Sodo Zuria;05/12/2005;;;;flood;ethiopia;SNNPR;Wolayita;70605;NA;NA;NA;NA;NA;631;0;1363;17;0;631;SNNPR;Wolayita;Sodo Zuria;70605;;
Sodo Zuria;07/09/2006;;;;flood;ethiopia;SNNPR;Wolayita;70605;NA;1363;1363;NA;NA;NA;0;NA;NA;0;NA;SNNPR;Wolayita;Sodo Zuria;70605;;
Sodo Zuria;01/04/2005;6;IFRC(Appeal);;flood;ethiopia;SNNPR;Wolayta;70605;17,545;;;;;1,154;;;;;;;;;;;
Sofi;22/06/2001;;;;flood;ethiopia;Harari;Harar;130101;NA;40;40;NA;NA;NA;0;NA;NA;0;NA;Harari;Harar;Sofi;130101;;
Sofi;22/06/2001;0;;Duplicated;flood;ethiopia;Harari;Harar;130101;NA;5;5;NA;NA;NA;0;NA;NA;0;NA;Harari;Harar;Sofi;130101;;
Sofi;07/09/2005;;;;flood;ethiopia;Harari;Harar;130101;NA;NA;NA;NA;NA;1835;0;NA;NA;0;1835;Harari;Harar;Sofi;130101;;
Sofi;07/09/2005;;;;flood;ethiopia;Harari;Harar;130101;NA;NA;NA;NA;NA;148;0;NA;NA;0;148;Harari;Harar;Sofi;130101;;
Sofi;07/09/2005;;;;flood;ethiopia;Harari;Harar;130101;NA;NA;NA;NA;NA;115;0;NA;NA;0;115;Harari;Harar;Sofi;130101;;
Sofi;07/09/2005;;;;flood;ethiopia;Harari;Harar;130101;NA;NA;NA;NA;NA;74.5;0;NA;NA;0;74.5;Harari;Harar;Sofi;130101;;
Sofi;07/09/2005;;;;flood;ethiopia;Harari;Harar;130101;NA;NA;NA;NA;NA;71;0;NA;NA;0;71;Harari;Harar;Sofi;130101;;
Sofi;07/09/2005;;;;flood;ethiopia;Harari;Harar;130101;NA;NA;NA;NA;NA;3.5;0;NA;NA;0;3.5;Harari;Harar;Sofi;130101;;
Sofi;07/09/2005;;;;flood;ethiopia;Harari;Harar;130101;NA;NA;NA;NA;NA;1.5;0;NA;NA;0;1.5;Harari;Harar;Sofi;130101;;
Soro;01/10/2019;6;NDRMC(EW);flash flood;flood;ethiopia;SNNPR;Hadiya;70206;542;;;;;51;;;24;;;;;;;;
Tahtay Adiyabo;01/07/2010;0;;No record found;flood;ethiopia;Tigray;Western Tigray;10101;NA;2200;2200;NA;NA;875;12;NA;NA;12;875;Tigray;Western Tigray;Tahtay Adiyabo;10101;;
Tahtay Adiyabo;01/08/2010;;;;flood;ethiopia;Tigray;Western Tigray;10101;NA;2952;2952;NA;NA;NA;0;NA;NA;0;NA;Tigray;Western Tigray;Tahtay Adiyabo;10101;;
Tahtay Koraro;01/07/2010;0;;No record found;flood;ethiopia;Tigray;Western Tigray;10104;NA;4735;4735;NA;NA;569;33;NA;NA;33;569;Tigray;Western Tigray;Tahtay Koraro;10104;;
Tahtay Maychew;01/07/2010;0;;No record found;flood;ethiopia;Tigray;Central Tigray;10206;NA;3550;3550;NA;NA;208;0;NA;NA;0;208;Tigray;Central Tigray;Tahtay Maychew;10206;;
Takusa;07/09/2008;;;;flood;ethiopia;Amhara;Central Gondar;30121;NA;22;22;NA;NA;NA;0;NA;NA;0;NA;Amhara;Central Gondar;Takusa;30121;;
Teltale;01/04/2010;;;;flood;ethiopia;OROMIA;Borena;41212;NA;3000;3000;NA;NA;16003;12;1050;NA;12;16003;OROMIA;Borena;Teltale;41212;;
Tena;31/01/2010;0;;No record found;flood;ethiopia;OROMIA;Arsi;40813;NA;4150;4150;NA;NA;NA;16;NA;NA;16;NA;OROMIA;Arsi;Tena;40813;;
Tena;01/08/2010;;;;flood;ethiopia;OROMIA;Arsi;40813;NA;4150;4150;NA;NA;206;16;NA;NA;16;206;OROMIA;Arsi;Tena;40813;;
Tenta;01/08/2010;;;;flood;ethiopia;Amhara;South Wello;30402;NA;3645;3645;NA;NA;223;8;NA;NA;8;223;Amhara;South Wello;Tenta;30402;;
Thehulederie;01/08/2004;;;;flood;ethiopia;Amhara;South Wello;30405;NA;NA;NA;2;1;NA;0;NA;NA;0;NA;Amhara;South Wello;Thehulederie;30405;;
Tikur Enchini;24/08/2010;;;;flood;ethiopia;OROMIA;West Shewa;40509;NA;NA;NA;1;NA;NA;26;NA;NA;26;NA;OROMIA;West Shewa;Tikur Enchini;40509;;
Wadla;01/08/2010;;;;flood;ethiopia;Amhara;North Wello;30305;NA;1336;1336;NA;NA;116;9;NA;NA;9;116;Amhara;North Wello;Wadla;30305;;
Wadla;01/08/2010;;;;flood;ethiopia;Amhara;North Wello;30305;NA;18935;18935;NA;NA;1866;23;3;NA;23;1866;Amhara;North Wello;Wadla;30305;;
wama gelo;01/10/2019;6;NDRMC(EW);flash flood;flood;ethiopia;OROMIA;East wollega;40216;;1105;;;;655;;;;;;;;;;;
Wantawo;01/08/2010;;;;flood;ethiopia;Gambella;Nuwer;120104;NA;3750;3750;NA;NA;NA;0;NA;NA;0;NA;Gambella;Nuwer;Wantawo;120104;;
Warder;05/12/2005;;;;flood;ethiopia;Somali;Doolo;50704;NA;8000;8000;1;NA;NA;0;NA;NA;0;NA;Somali;Doolo;Warder;50704;;
Warder;05/04/2018;;;;flood;ethiopia;Somali;Doolo;50704;NA;NA;165000;NA;NA;12911;NA;NA;NA;NA;12911;Somali;Doolo;Warder;50704;;
Weast Immi;23/04/2005;6;IFRC(Appeal);heavey RF and over flow of Shebele river;flood;ethiopia;Somali;Shebelle;50805;235418(regional total);;;40(zonal);;;;;;;;;;;;;
Wegde;07/09/2006;;;;flood;ethiopia;Amhara;South Wello;30416;NA;828;828;NA;NA;710;177;135;NA;177;710;Amhara;South Wello;Wegde;30416;;
Wegde;30/11/2007;;;;flood;ethiopia;Amhara;South Wello;30416;NA;1;1;1;NA;NA;28;NA;NA;28;NA;Amhara;South Wello;Wegde;30416;;
Wegde;30/11/2007;;;;flood;ethiopia;Amhara;South Wello;30416;NA;1;1;1;NA;NA;28;NA;NA;28;NA;Amhara;South Wello;Wegde;30416;;
wegera;20/08/2011;1;https://reliefweb.int/report/ethiopia/early-warning-bulletin-covers-period-16-31-august-2011;EW;flood;ethiopia;Amhara;Central Gondar;30109;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Amhara;Central Gondar;wegera;30109;;
Welkait;01/07/2010;0;;No record found;flood;ethiopia;Tigray;North Western Tigray;10502;NA;125;125;NA;NA;75;0;NA;NA;0;75;Tigray;North Western Tigray;Welkait;10502;;
Wenago;01/04/2004;;;;flood;ethiopia;SNNPR;Gedeo;70501;NA;NA;NA;NA;NA;400;0;NA;NA;0;400;SNNPR;Gedeo;Wenago;70501;;
Were ilu;01/08/2010;;;;flood;ethiopia;Amhara;South Wello;30415;NA;8444;8444;NA;NA;55;0;NA;NA;0;55;Amhara;South Wello;Were ilu;30415;;
were Ilu;01/09/2019;6;NDRMC(EW);flash flood;flood;ethiopia;Amhara;South Wello;30415;;;;;;260;;;;;;;;;;;
Werei Leke;01/08/2006;;;;flood;ethiopia;Tigray;Central Tigray;10203;NA;NA;NA;NA;NA;491;12;NA;24;12;491;Tigray;Central Tigray;Werei Leke;10203;;
West Abaya;29/09/2011;6;NDRMC(EW);over flow of Omo blate river;flood;ethiopia;SNNPR;Gamo;71005;;;;;;;;;;;;;;;;;
West Belesa;01/06/2004;;;;flood;ethiopia;Amhara;Central Gondar;30117;NA;NA;NA;2;NA;NA;0;NA;NA;0;NA;Amhara;Central Gondar;West Belesa;30117;;
West Belesa;01/08/2004;;;;flood;ethiopia;Amhara;Central Gondar;30117;NA;1100;1100;NA;NA;112;0;NA;NA;0;112;Amhara;Central Gondar;West Belesa;30117;;
West Belesa;01/08/2010;;;;flood;ethiopia;Amhara;Central Gondar;30116;NA;505;505;NA;NA;NA;0;505;110;0;NA;Amhara;Central Gondar;West Belesa;30116;;
West Imi;22/04/2005;5;https://www.un.org/press/en/2005/afr1145.doc.htm;Heavy rain. Generally flood in Somali region, but high chance this is correct;flood;ethiopia;Somali;Afder;50805;NA;13415;13415;55;NA;NA;14128;NA;900;14128;NA;Somali;Afder;West Imi;50805;;
west Imi;07/09/2005;;;;flood;ethiopia;Somali;Afder;50805;NA;66;66;NA;NA;NA;0;3000;NA;0;NA;Somali;Afder;west Imi;50805;;
west Imi;07/09/2006;;;;flood;ethiopia;Somali;Afder;50805;NA;41000;41000;7;2;NA;0;NA;NA;0;NA;Somali;Afder;west Imi;50805;;
West Imi;05/04/2018;;;;flood;ethiopia;Somali;Afder;50805;NA;NA;165000;NA;NA;12911;NA;NA;NA;NA;12911;Somali;Afder;West Imi;50805;;
west Imi;24/04/2018;6;https://reliefweb.int/sites/reliefweb.int/files/resources/ethiopia_floods_-_flash_update_3_-_22_may_2018.pdf;SAGAR tropical cyclone;flood;ethiopia;Somali;Afder;50805;;;;;;;;;;;;;;;;;
Worebabu;01/08/2010;;;;flood;ethiopia;Amhara;South Wello;40111;NA;10183;10183;NA;NA;229;27;NA;NA;27;229;Amhara;South Wello;Worebabu;40111;;
Wukro Town;01/08/2010;;;;flood;ethiopia;Tigray;Eastern Tigray;10309;NA;557;557;NA;NA;NA;0;NA;NA;0;NA;Tigray;Eastern Tigray;Wukro Town;10309;;
Yabelo;26/03/2010;5;https://reliefweb.int/report/ethiopia/weekly-humanitarian-highlights-ethiopia-5-april-2010;;flood;ethiopia;OROMIA;Borena;41207;NA;9200;9200;NA;NA;2644;54;2213;NA;54;2644;OROMIA;Borena;Yabelo;41207;;
Yayagulele;04/09/2019;6;NDRMC(EW);Heavey rain ;flood;ethiopia;OROMIA;North Shewa;40614;1505;;;;;224;;;;;;;;;;;
Yem SP woreda;01/08/2004;;;;flood;ethiopia;SNNPR;Yem Sp. Wer.;71201;NA;NA;NA;2;NA;NA;0;NA;NA;0;NA;SNNPR;Yem Sp. Wer.;Yem SP woreda;71201;;
Yilmana Densa;01/08/2010;;;;flood;ethiopia;Amhara;West Gojam;30703;NA;16;16;NA;NA;NA;0;NA;NA;0;NA;Amhara;West Gojam;Yilmana Densa;30703;;
Yirgachefe;01/05/2004;;;;flood;ethiopia;SNNPR;Gedeo;70502;NA;510;510;NA;NA;NA;0;NA;NA;0;NA;SNNPR;Gedeo;Yirgachefe;70502;;
Yirgachefe;01/05/2004;;;;flood;ethiopia;SNNPR;Gedeo;70502;NA;NA;NA;NA;NA;69;0;NA;NA;0;69;SNNPR;Gedeo;Yirgachefe;70502;;
Zequala;01/08/2010;;;;flood;ethiopia;Amhara;Wag Himra;30801;NA;505;505;NA;NA;87;460;NA;NA;460;87;Amhara;Wag Himra;Zequala;30801;;
