lon,lat,fid,name,description,type,Administrative region,Date of installation
33.68366645,-10.96272063,12201,Chitipwiri school wp,Government institution,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.7981501,-11.00390364,14506,Chozoli School WP,Government institution,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.76089703,-10.87130738,17522,Lunyina School WP,Government institution,Piped into public tap / standpipe / basin,"Nyika National Park - Rumphi, Rumphi, Malawi",
33.77317719,-10.93402863,7595,Lupalamizi school WP,Government institution,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.66885343,-10.99411088,17471,Luviri secondary school 1 WP,Government institution,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.66778729,-10.99537359,15923,Luviri secondary School 2 wp,Government institution,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.68240451,-10.93630069,13541,Nkhozo School wp,Government institution,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.7863231,-10.97924608,14190,Nkhwangu WP,Government institution,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.923229,-9.9306356,29805,Mwanyesha 1 communal kiosk m'buyu,Hear baobab tree,Piped into public tap / standpipe / basin,"Karonga Town, Karonga, Malawi",8/1/2008
33.65068616,-10.95883078,15411,Luviri school wp,Institution,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.7421766,-10.9777033,13108,Moses,Is located at Bolero trading centre,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.76697485,-10.95702779,11260,Julira communal Tap,Is within julira community,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.7487722,-10.91563011,16429,Jembe Communal Tap,Jembe Communal Tap,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",
33.9493506,-10.9426555,20930,MLANGAZUWA VILLAGE TAP,Just along the road and near Ng'onga Seventh Day Church ,Piped into public tap / standpipe / basin,"STA Chisovya, Rumphi, Malawi",5/9/2019
33.9249202,-10.9860827,29217,Kayuniwata Abandoned Tap,Just behind Stuart Ngwira's House,Piped into public tap / standpipe / basin,"STA Chisovya, Rumphi, Malawi",1/1/1977
33.932715,-10.9494744,29882,MTHANGAMWEMBE VILLAGE TAP 2,Just near a mango tree,Piped into public tap / standpipe / basin,"STA Chisovya, Rumphi, Malawi",7/15/2019
33.9417849,-10.9458004,2493,CHIWANIWANI VILLAGE TAP 2,Just near Ng'onga primary school ground ,Piped into public tap / standpipe / basin,"STA Chisovya, Rumphi, Malawi",6/5/2019
33.925003,-10.9844526,21954,CHIKWA VILLAGE TAP,Just near Village Headman Chikwa,Piped into public tap / standpipe / basin,"STA Chisovya, Rumphi, Malawi",7/17/2019
33.7079403,-10.3221411,28429,Hellings nyilongo,Kaholo stream,Piped into public tap / standpipe / basin,"TA Nthalire, Chitipa, Malawi",8/3/2018
33.7455248,-10.947413,20333,Chapinduka  water point ,Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",11/19/2015
33.8486461,-11.0279154,12204,Nancy mbale water ,Keisha tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",6/11/2003
33.8451649,-11.0174301,5555,S Chirambo tap ,Kesha trees ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",6/8/2016
33.8737123,-11.0258728,26322,George phiri tap,Main road to mzuzu,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",4/15/2020
33.7415444,-10.924054,35099,Chakoma water point 2,Musangusangu tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",9/2/2017
33.4161886,-12.1093178,3477,Rtc tap 3,Naear RTC  office bloc,Piped into public tap / standpipe / basin,"TA Mzukuzuku, Mzimba, Malawi",10/23/2017
33.8736474,-11.033892,27344,Milika khunga tap,Naer lunyina river,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",2/16/2018
33.8682208,-11.0285424,28168,Morson nkhununkha tap,Naer rumphi river,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",11/1/2018
33.8749174,-11.0308451,28804,James muwira tap,Naer the road to mzuzu,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",10/31/2018
33.8618218,-11.0220457,25998,Yayilo water point,Nea prison offices,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",6/22/2016
33.8696456,-11.0284208,11291,Dickens gondwe,Neaer rumphii stadium,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",3/19/2016
34.0499045,-10.7304045,35794,Nyajere Tap,Near   lura SDA Church ,Piped into public tap / standpipe / basin,"SC Mwalweni, Rumphi, Malawi",5/27/1997
34.101924,-10.6051876,20467,Waterl  mghogho tap ,Near  assembly of god Church ,Piped into public tap / standpipe / basin,"SC Mwalweni, Rumphi, Malawi",6/5/2006
33.7395584,-10.9716732,4295,Bongololo  water point  3,Near  banana tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",1/8/2013
33.7410809,-10.9705357,3254,Bongololo water point ,Near  banana tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",2/10/2015
33.7170945,-10.966224,19587,Boyeke  water point  5,Near  banana tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",2/3/2015
33.6859274,-10.9501994,16565,Muwa  water point ,Near  banana tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",10/25/2016
33.6828884,-10.9818487,27227,Mwachanda  water point ,Near  banana tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",1/29/2014
33.7426098,-10.9544198,2192,Nkhonjera  water point ,Near  banana tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",7/29/2009
33.7451413,-10.948511,28050,Tugwa  water point 4,Near  banana tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",7/26/2018
33.7460003,-10.9491337,15917,Tugwa water point 3,Near  banana tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",12/2/2015
33.663395,-12.2904493,15556,Yotamu  mphande  tap,Near  banana trees ,Piped into public tap / standpipe / basin,"TA Mzikubola, Mzimba, Malawi",11/24/1984
33.7411622,-10.9255434,16467,Kapingili  water point 2,Near  bleugum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",11/29/2012
33.8487088,-11.026391,20389,Memory  mhango   water point ,Near  bleugum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",2/1/2001
33.7451094,-10.9499118,15808,Chapalanyika  CCAP  church  water point ,Near  bluegum  tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",7/13/2014
33.7175027,-10.9567241,16688,Bowoyeke  water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",12/15/2011
33.737372,-10.9184273,15294,Chakoma  water  point  9,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",1/8/2018
33.7182222,-10.9761126,9,Chaluwa water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",9/17/2007
33.8452416,-11.0118547,4287,Charles chisi water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",5/5/2016
33.713033,-10.9805623,17995,Chitali water   point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",2/2/2010
33.8524773,-11.0234067,26586,Chiulilo water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",7/20/2016
33.7416085,-10.9706207,17379,Gogoti  water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",11/14/2013
33.7136101,-10.9774707,16862,Gonjoka  water point  3,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",9/19/2017
33.7142091,-10.9781394,20340,Gonjoka  water point 2,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",12/3/2015
33.8551572,-11.026039,13416,Josephy majaliwa water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",6/1/2012
33.6688102,-10.9941555,26915,Kanyelele  water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",2/12/2019
33.7435816,-10.971687,16012,Kasawambe  water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",1/2/2011
33.6970093,-10.9645779,4975,Kasote water point 2,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",7/13/2011
33.8482212,-11.0276262,14708,Liness nangondo water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",11/21/2011
33.7575538,-10.8925618,26243,Matupi water point 3,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",1/3/2011
33.8454105,-11.0252688,15818,Mavuto  ngulube  water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",3/1/2014
33.8494199,-11.0083238,34765,Misheck phiri water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",11/30/2014
33.8517247,-11.024931,28516,Mkhwema  water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",1/7/2014
33.7455122,-10.9505465,20360,Mkuwayila  water point 3,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",3/18/2014
33.852058,-11.0237122,5986,Mputa  water point,Near  bluegum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",2/27/2014
33.854339,-11.0261991,21246,Philip makamowo water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",1/17/2006
33.8472541,-11.0273776,14086,Richard  moses water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",8/19/2013
33.85249,-11.0243661,7853,Sagwani  water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",9/27/2016
33.7186224,-10.9784644,12165,Tokatoka  water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",11/19/2014
33.8548865,-11.0256959,21249,Trywin nkhonjera  water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",12/1/2005
33.8477582,-11.02676,35631,Vyalema water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",2/11/2004
33.7761147,-10.9364126,7509,Yawaka  water point ,Near  bluegum tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",3/1/2017
33.8373622,-11.0233676,31397,Chigwere Tap 3,Near  Bluegum trees,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",1/1/2000
33.9857948,-10.8460968,17117,Gelekere tap ,Near  bluegum trees ,Piped into public tap / standpipe / basin,"SC Mwahenga, Rumphi, Malawi",6/19/1996
33.6354825,-12.321176,14460,Zoto matala tap,Near  bluegum trees ,Piped into public tap / standpipe / basin,"TA Mzikubola, Mzimba, Malawi",7/25/1983
33.8437717,-11.0073404,27884,Lumbani  gondwe  water point ,Near  cassava  tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",7/5/2018
33.8552281,-11.0255131,21237,Jessie banda water point ,Near  cassava tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",1/1/2012
33.8450814,-11.0250469,418,Pililani gondwe  water point ,Near  cassava tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",1/1/2007
33.7461066,-10.9494992,15948,Chapalanyika  water point  7,Near  chawezi maize mill ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",1/23/2018
33.6861256,-10.9523093,7931,Mpalanjuka  water point ,Near  chikoko maize mill ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",1/15/2005
34.07281873,-11.00632225,8119,Chimoyo tap,Near  church ,Piped into public tap / standpipe / basin,"SC Mwankhunikira, Rumphi, Malawi",1/1/2001
33.6824449,-10.9586137,20368,Malisawa  water  point ,Near  coconut tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",3/3/2017
33.8446209,-11.0078783,27877,Moses  munthali  water point ,Near  electric pole ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",11/1/2017
33.8422803,-11.0105487,28761,Mr godwe water point ,Near  electric pole ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",6/1/2016
33.8520491,-11.026032,19920,Patricia  gondwe water  point ,Near  electric pole ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",2/20/2013
33.4201431,-12.1120309,25996,Mkuzi Tap,Near  former admarc  office  block,Piped into public tap / standpipe / basin,"TA Mzukuzuku, Mzimba, Malawi",10/18/2005
33.555817,-11.7577548,7581,                   Endindneni  Guardian  water point,Near  guardian  shelter ,Piped into public tap / standpipe / basin,"TA Chindi, Mzimba, Malawi",4/16/2019
33.845911,-11.0116702,2703,Mar luhanga  water point ,Near  guava  tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",1/1/2014
33.7498863,-10.9786567,18335,Bwati water point ,Near  guava tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",9/7/2016
33.852192,-11.02469,28541,Unice simbeye water point ,Near  guava tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",11/22/2012
33.8458563,-11.0088016,4939,Gold halawa water point ,Near  heg tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",9/24/2013
33.8451947,-11.0229823,11554,Mary chaula  water point ,Near  heg tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",7/1/2012
33.8534275,-11.0262363,28770,Philip botha water point ,Near  heg tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",7/16/2015
33.8429908,-11.0109873,12222,Dalicy kaonga  water point ,Near  kachere  tree,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",7/4/2013
33.7462343,-10.9162806,16591,Jembe  water point 2,Near  Keisha  tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",1/12/2016
33.7548748,-10.9852821,29934,Katolika  water point ,Near  Keisha  tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",1/10/2017
33.8415704,-11.0104658,18451,Martha  gondwe water point ,Near  Keisha  tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",11/3/2015
33.7226235,-10.979352,15842, Jodi water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",2/15/2017
33.8461377,-11.026353,3319,Andrew luhanga  water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",1/1/2007
33.8497197,-11.0261823,14649,Aron banda water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",12/15/2005
33.8463607,-11.010669,20454,Bulex msimuko  water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",1/1/2006
33.7132022,-10.9789657,26665,Buzi water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",3/6/2019
33.7465814,-10.9504087,34875,Cheyeka water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",9/23/2012
33.6816626,-10.9542134,31343,Chikowoka  water  point  2,Near  Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",6/2/2012
33.8475307,-11.0096096,26274,Desmond  luhanga  water point  ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",1/1/2005
33.8519059,-11.023538,3735,George  gondwe  water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",1/28/2018
33.8563567,-11.0248943,27814,Gollie mzumala  water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",4/1/2012
33.7411799,-10.9717825,17615,Gonamwamba  water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",1/1/2009
33.7143023,-10.9783788,16810,Gonjoka  water point 1,Near  Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",6/6/2018
33.8494048,-11.0101185,11184,Halison  mhango  water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",1/1/2008
33.7421463,-10.9684985,15978,Kammaji  water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",4/12/2016
33.7462076,-10.9502514,11804,Kapalanyika  water point 2,Near  Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",1/5/2019
33.7413086,-10.9249555,16506,Kapingili  water point 3,Near  Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",8/8/2012
33.7417599,-10.9260796,16423,Kapingili water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",11/14/2012
33.861399,-11.0111246,4340,Kasalu amosi water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"Rumphi Boma, Rumphi, Malawi",8/28/2016
33.7209765,-10.968391,15233,Katuwa  water point 2,Near  Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",6/13/2017
33.7086413,-10.9769771,15897,M bama water point ,Near  Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",12/2/2009
33.7153068,-10.9783152,16813,Mankhumba  water point 1,Near  Keisha tree ,Piped into public tap / standpipe / basin,"TA Chikulamayembe, Rumphi, Malawi",7/24/2008
